time, Quad.IMU.AX
13.626877,-1.017813
13.631879,0.080794
13.636881,0.007529
13.641883,0.181794
13.646885,0.571081
13.651887,-0.069073
13.656889,-0.340126
13.661891,-0.506207
13.666893,-0.376368
13.671895,-0.173564
13.676897,0.423119
13.681899,-0.011104
13.686901,0.528242
13.691903,0.401030
13.696905,0.776246
13.701907,-0.774942
13.706909,0.108401
13.711911,-0.243498
13.716913,0.107594
13.721915,-0.208379
13.726917,0.642965
13.731919,1.044072
13.736921,0.535006
13.741923,0.278471
13.746925,0.415161
13.751927,0.162179
13.756929,0.177909
13.761931,0.473777
13.766933,-0.886238
13.771935,0.005732
13.776937,1.102330
13.781940,-0.174546
13.786942,-0.495013
13.791944,-0.901805
13.796946,0.506886
13.801948,0.992734
13.806950,-0.000717
13.811952,-0.573045
13.816954,-0.152397
13.821956,0.153493
13.826958,0.726136
13.831960,0.442601
13.836962,0.062627
13.841964,0.064796
13.846966,0.729148
13.851968,-0.087893
13.856970,1.313169
13.861972,0.355588
13.866974,0.538483
13.871976,0.048888
13.876978,-0.724938
13.881980,0.739049
13.886982,0.034578
13.891984,-0.419536
13.896986,0.151596
13.901988,0.133726
13.906990,1.758086
13.911992,-0.286766
13.916994,0.576340
13.921996,0.722429
13.926998,0.006936
13.932000,-0.499720
13.937002,-0.754068
13.942004,0.789609
13.947006,0.644031
13.952008,0.178848
13.957010,0.984349
13.962012,-0.159667
13.967014,-0.137106
13.972016,0.376131
13.977018,-0.088920
13.982020,-0.044403
13.987022,0.696541
13.992024,-0.081057
13.997026,-0.120488
14.002028,-0.072624
14.007030,-0.083077
14.012033,0.487238
14.017035,0.660320
14.022037,-0.137592
14.027039,-0.047552
14.032041,-0.458639
14.037043,0.278271
14.042045,-0.752258
14.047047,-0.295825
14.052049,0.150051
14.057051,1.181677
14.062053,0.297475
14.067055,0.111186
14.072057,0.657752
14.077059,0.863415
14.082061,-0.282723
14.087063,0.031876
14.092065,-0.030254
14.097067,-0.404907
14.102069,-0.049321
14.107071,0.082936
14.112073,-0.307346
14.117075,-0.070139
14.122077,0.257004
14.127079,0.217430
14.132081,-0.249245
14.137083,-0.146875
14.142085,-0.826475
14.147087,0.019376
14.152089,0.435480
14.157091,0.163846
14.162093,-0.399838
14.167095,0.048909
14.172097,0.267449
14.177099,-0.531224
14.182101,0.050246
14.187103,0.195092
14.192105,0.234820
14.197107,0.440501
14.202109,-0.562388
14.207111,-0.523115
14.212113,-0.132189
14.217115,-0.178085
14.222117,-0.721136
14.227119,0.905998
14.232121,0.340800
14.237123,0.055841
14.242126,0.931685
14.247128,0.388073
14.252130,0.338911
14.257132,-0.461608
14.262134,0.527441
14.267136,-0.538310
14.272138,-0.464121
14.277140,0.043862
14.282142,0.271650
14.287144,-0.548391
14.292146,-0.857189
14.297148,1.143597
14.302150,-0.129973
14.307152,0.407289
14.312154,0.471183
14.317156,0.304282
14.322158,0.050325
14.327160,0.341925
14.332162,-0.048573
14.337164,-0.041241
14.342166,-0.677152
14.347168,-0.466062
14.352170,0.452054
14.357172,-0.458511
14.362174,-0.276654
14.367176,-0.590672
14.372178,0.298899
14.377180,-0.205261
14.382182,-0.213430
14.387184,0.954676
14.392186,1.077685
14.397188,-0.706878
14.402190,0.110331
14.407192,-0.252335
14.412194,0.258323
14.417196,0.777348
14.422198,-0.411507
14.427200,0.027208
14.432202,-0.687793
14.437204,-0.349279
14.442206,0.061414
14.447208,0.230341
14.452210,-0.079073
14.457212,0.109947
14.462214,-0.792942
14.467216,0.040532
14.472219,-0.124203
14.477221,0.880383
14.482223,0.088671
14.487225,-1.041197
14.492227,0.269171
14.497229,-0.672981
14.502231,1.023376
14.507233,0.398210
14.512235,0.227349
14.517237,-0.872616
14.522239,-0.014302
14.527241,-0.742561
14.532243,0.485300
14.537245,-0.255121
14.542247,-0.911498
14.547249,0.577526
14.552251,0.591902
14.557253,-0.221724
14.562255,0.650767
14.567257,-0.702253
14.572259,-0.686085
14.577261,-0.381110
14.582263,-0.700071
14.587265,-0.564093
14.592267,0.300961
14.597269,-0.026398
14.602271,0.162312
14.607273,0.698354
14.612275,-0.215839
14.617277,0.597949
14.622279,0.465196
14.627281,0.340650
14.632283,0.220090
14.637285,0.358416
14.642287,-0.301639
14.647289,-0.327236
14.652291,0.946880
14.657293,0.560274
14.662295,0.089824
14.667297,0.500662
14.672299,0.199954
14.677301,-0.192545
14.682303,0.845781
14.687305,0.700369
14.692307,0.292631
14.697309,0.482216
14.702312,0.054390
14.707314,-0.025070
14.712316,0.517996
14.717318,0.210774
14.722320,0.213675
14.727322,-0.283654
14.732324,-0.937612
14.737326,0.196482
14.742328,-0.376850
14.747330,-0.325725
14.752332,-0.606459
14.757334,0.636624
14.762336,0.436423
14.767338,-0.006282
14.772340,0.729319
14.777342,-0.090197
14.782344,1.036057
14.787346,0.009853
14.792348,0.509902
14.797350,0.401897
14.802352,0.330964
14.807354,0.355698
14.812356,0.477133
14.817358,-0.720358
14.822360,0.375662
14.827362,-0.505901
14.832364,-1.931543
14.837366,0.686586
14.842368,-0.170887
14.847370,-0.328986
14.852372,-0.304956
14.857374,0.045134
14.862376,-0.172662
14.867378,-0.130843
14.872380,0.053178
14.877382,-1.053701
14.882384,-0.587588
14.887386,-0.247886
14.892388,0.127460
14.897390,0.031059
14.902392,-0.190894
14.907394,-1.177444
14.912396,-0.207814
14.917398,0.509752
14.922400,-0.056089
14.927402,-1.077098
14.932405,-0.776005
14.937407,0.357271
14.942409,-0.339495
14.947411,-0.409552
14.952413,-0.617933
14.957415,0.204549
14.962417,-0.211309
14.967419,-0.446541
14.972421,-0.413060
14.977423,0.842508
14.982425,0.069312
14.987427,-0.252562
14.992429,0.268450
14.997431,0.502886
15.002433,-0.585872
15.007435,0.479295
15.012437,1.413315
15.017439,-0.084067
15.022441,-0.014734
15.027443,0.008680
15.032445,0.079128
15.037447,0.550333
15.042449,-0.166982
15.047451,0.180476
15.052453,-0.078855
15.057455,-0.349171
15.062457,-0.707587
15.067459,0.597862
15.072461,-0.132716
15.077463,0.322416
15.082465,-0.050133
15.087467,-0.100706
15.092469,-0.195759
15.097471,0.220872
15.102473,0.367703
15.107475,0.101440
15.112477,-0.254876
15.117479,0.006179
15.122481,0.504813
15.127483,0.951288
15.132485,-0.054850
15.137487,-0.329506
15.142489,-0.089740
15.147491,-0.732731
15.152493,0.213865
15.157495,-0.772596
15.162498,0.520636
15.167500,0.023755
15.172502,-0.152576
15.177504,-0.036267
15.182506,-0.820925
15.187508,0.219159
15.192510,0.862224
15.197512,0.677239
15.202514,-0.405394
15.207516,0.488220
15.212518,0.393005
15.217520,-0.506138
15.222522,-0.353247
15.227524,0.025911
15.232526,1.098373
15.237528,0.599719
15.242530,0.156252
15.247532,-0.455497
15.252534,-0.067800
15.257536,-0.146742
15.262538,-0.023084
15.267540,-0.346024
15.272542,-0.149903
15.277544,0.144805
15.282546,0.200394
15.287548,0.425035
15.292550,0.951269
15.297552,0.568062
15.302554,-0.769753
15.307556,-0.095525
15.312558,0.729910
15.317560,0.680412
15.322562,0.299410
15.327564,-0.027690
15.332566,0.477343
15.337568,-0.292190
15.342570,-0.631605
15.347572,-0.484721
15.352574,0.921556
15.357576,-0.199258
15.362578,0.178493
15.367580,0.150117
15.372582,-0.099030
15.377584,-0.155939
15.382586,0.803015
15.387589,0.592720
15.392591,-0.064470
15.397593,0.918836
15.402595,-0.280118
15.407597,0.339484
15.412599,-0.245574
15.417601,0.098548
15.422603,-0.559243
15.427605,-0.123290
15.432607,-0.413690
15.437609,-0.588106
15.442611,0.216765
15.447613,-0.197729
15.452615,0.491140
15.457617,-0.640346
15.462619,-0.292671
15.467621,-0.145764
15.472623,-0.037207
15.477625,-0.034972
15.482627,-0.206795
15.487629,-0.328598
15.492631,0.230305
15.497633,-0.485173
15.502635,0.316179
15.507637,-0.954973
15.512639,0.175899
15.517641,-0.656022
15.522643,0.043705
15.527645,0.634107
15.532647,0.345017
15.537649,-0.570641
15.542651,-0.285515
15.547653,-0.402161
15.552655,1.350763
15.557657,-0.507107
15.562659,0.480510
15.567661,0.147906
15.572663,-0.197526
15.577665,0.670432
15.582667,0.396955
15.587669,-0.082107
15.592671,0.053547
15.597673,-0.459136
15.602675,0.209858
15.607677,0.181751
15.612679,0.610038
15.617682,-0.778113
15.622684,-0.336522
15.627686,0.182123
15.632688,-0.373225
15.637690,-0.456996
15.642692,-0.272656
15.647694,-0.613217
15.652696,-0.118458
15.657698,0.056025
15.662700,0.396476
15.667702,-1.669140
15.672704,-1.151892
15.677706,0.036164
15.682708,0.156464
15.687710,-0.209018
15.692712,-1.155615
15.697714,0.047081
15.702716,0.289907
15.707718,0.345995
15.712720,-0.742726
15.717722,-0.045377
15.722724,0.473362
15.727726,-0.078139
15.732728,-0.720250
15.737730,0.065659
15.742732,0.354208
15.747734,1.051691
15.752736,0.373025
15.757738,-0.855516
15.762740,-0.068038
15.767742,-1.360023
15.772744,1.186832
15.777746,0.035430
15.782748,0.052593
15.787750,-0.247057
15.792752,0.740114
15.797754,0.622911
15.802756,0.415661
15.807758,-0.895502
15.812760,1.691422
15.817762,-1.060833
15.822764,0.484469
15.827766,-0.293792
15.832768,0.026456
15.837770,-0.086709
15.842772,1.109332
15.847775,-0.388624
15.852777,0.407102
15.857779,-0.200671
15.862781,0.066963
15.867783,0.118351
15.872785,0.043513
15.877787,-0.804963
15.882789,0.116904
15.887791,0.678337
15.892793,-0.551035
15.897795,0.574234
15.902797,-0.146937
15.907799,0.930581
15.912801,0.015634
15.917803,0.126552
15.922805,-0.255895
15.927807,-0.500668
15.932809,-0.135905
15.937811,-0.715712
15.942813,0.434522
15.947815,0.068788
15.952817,-0.500248
15.957819,0.216370
15.962821,0.174716
15.967823,0.456621
15.972825,0.650645
15.977827,-0.605875
15.982829,0.887967
15.987831,-0.188725
15.992833,1.387340
15.997835,-1.405694
16.002834,-0.074877
16.007832,0.404444
16.012829,-0.187520
16.017826,0.727061
16.022823,-0.069651
16.027821,-0.315465
16.032818,0.836564
16.037815,-0.452536
16.042812,0.227440
16.047810,0.470494
16.052807,0.279864
16.057804,0.273375
16.062801,-0.271025
16.067799,0.562014
16.072796,-0.233728
16.077793,-0.092313
16.082790,0.140000
16.087788,0.192825
16.092785,-0.604440
16.097782,0.533379
16.102779,-0.107992
16.107777,0.002385
16.112774,-0.465421
16.117771,-0.778622
16.122768,-0.673260
16.127766,-0.548610
16.132763,-0.008716
16.137760,-0.346860
16.142757,-0.048934
16.147755,0.654017
16.152752,-0.206578
16.157749,0.006379
16.162746,-0.249095
16.167744,-0.955603
16.172741,0.500999
16.177738,0.537053
16.182735,-1.010358
16.187733,0.282328
16.192730,1.262650
16.197727,0.229545
16.202724,0.182390
16.207722,-0.317836
16.212719,1.119350
16.217716,0.278090
16.222713,-0.054784
16.227711,-0.100628
16.232708,0.023123
16.237705,0.631012
16.242702,-0.060234
16.247700,0.476157
16.252697,-0.333342
16.257694,-0.714406
16.262691,-0.176460
16.267689,1.194268
16.272686,-0.078333
16.277683,0.031767
16.282681,-0.190072
16.287678,0.254291
16.292675,0.513729
16.297672,-0.837469
16.302670,-0.121395
16.307667,1.429257
16.312664,0.330205
16.317661,0.080535
16.322659,0.560898
16.327656,0.111342
16.332653,-0.570567
16.337650,-1.020223
16.342648,-0.243502
16.347645,-1.036726
16.352642,-1.027495
16.357639,0.298762
16.362637,-0.023608
16.367634,0.269825
16.372631,0.313352
16.377628,0.368730
16.382626,0.425468
16.387623,0.236802
16.392620,-0.299524
16.397617,-0.496243
16.402615,0.866752
16.407612,-0.201422
16.412609,0.442128
16.417606,-0.392660
16.422604,0.281097
16.427601,-0.754698
16.432598,0.026623
16.437595,-0.904181
16.442593,-0.847967
16.447590,-0.174841
16.452587,0.028400
16.457584,0.544004
16.462582,0.327161
16.467579,0.479107
16.472576,0.296881
16.477573,0.054721
16.482571,0.028353
16.487568,0.168398
16.492565,-0.061282
16.497562,1.083450
16.502560,0.086382
16.507557,-0.276341
16.512554,0.586892
16.517551,0.039010
16.522549,0.062779
16.527546,-0.683821
16.532543,0.039755
16.537540,-1.129132
16.542538,-0.228835
16.547535,0.093953
16.552532,-0.941315
16.557529,1.280354
16.562527,1.151818
16.567524,-0.188233
16.572521,-0.321870
16.577518,-0.112942
16.582516,0.201491
16.587513,0.322600
16.592510,0.057381
16.597507,-1.202579
16.602505,0.929629
16.607502,-0.204257
16.612499,-1.085796
16.617496,1.150704
16.622494,-0.195615
16.627491,0.767168
16.632488,-0.232722
16.637486,-0.868148
16.642483,0.008925
16.647480,-0.782697
16.652477,-0.093930
16.657475,-0.021953
16.662472,-0.251277
16.667469,0.463674
16.672466,-0.598402
16.677464,-0.400922
16.682461,-0.114732
16.687458,0.647353
16.692455,0.553346
16.697453,-0.735247
16.702450,0.350625
16.707447,0.876029
16.712444,-0.610707
16.717442,-0.138365
16.722439,-0.815074
16.727436,0.199886
16.732433,0.073728
16.737431,-0.264094
16.742428,0.857715
16.747425,0.921214
16.752422,0.527575
16.757420,0.356512
16.762417,-0.579539
16.767414,0.048595
16.772411,0.479907
16.777409,-0.087877
16.782406,0.127046
16.787403,-0.400151
16.792400,-0.205977
16.797398,-1.024496
16.802395,0.031799
16.807392,-0.557977
16.812389,-0.034402
16.817387,0.533857
16.822384,0.345328
16.827381,0.426349
16.832378,0.095424
16.837376,0.628594
16.842373,-0.444632
16.847370,0.487133
16.852367,-0.527984
16.857365,-0.408915
16.862362,0.729209
16.867359,0.475289
16.872356,0.404182
16.877354,-0.090400
16.882351,-0.092199
16.887348,0.536378
16.892345,-0.108304
16.897343,-0.517600
16.902340,-0.626832
16.907337,-0.047332
16.912334,0.375207
16.917332,0.433456
16.922329,0.648140
16.927326,-0.574191
16.932323,0.295550
16.937321,-0.000807
16.942318,0.201593
16.947315,0.471378
16.952312,-0.125419
16.957310,-0.501149
16.962307,-0.703881
16.967304,0.481178
16.972301,0.413959
16.977299,0.357321
16.982296,0.695589
16.987293,-0.338976
16.992290,-0.232987
16.997288,-0.025831
17.002285,0.210268
17.007282,0.940321
17.012280,-0.779941
17.017277,-0.432288
17.022274,-0.816127
17.027271,0.284541
17.032269,0.318297
17.037266,-0.589986
17.042263,-0.499541
17.047260,-0.525548
17.052258,-0.254406
17.057255,0.369102
17.062252,-0.229093
17.067249,0.572349
17.072247,0.147412
17.077244,-0.253991
17.082241,0.491408
17.087238,0.182687
17.092236,-0.154419
17.097233,-1.299519
17.102230,-0.498747
17.107227,0.170821
17.112225,-0.458794
17.117222,-0.070890
17.122219,-0.356968
17.127216,-1.236050
17.132214,0.258515
17.137211,0.267552
17.142208,-0.313534
17.147205,-0.106255
17.152203,0.094859
17.157200,0.226454
17.162197,0.420905
17.167194,0.273479
17.172192,0.170158
17.177189,-0.807858
17.182186,0.573675
17.187183,1.035653
17.192181,0.406336
17.197178,0.358569
17.202175,0.279552
17.207172,-0.593001
17.212170,-0.022142
17.217167,-0.364618
17.222164,0.134524
17.227161,0.328470
17.232159,-0.203527
17.237156,0.380354
17.242153,1.210282
17.247150,0.901669
17.252148,-0.439998
17.257145,-0.392336
17.262142,-0.152758
17.267139,0.470797
17.272137,0.322527
17.277134,-0.249371
17.282131,0.204703
17.287128,-0.452009
17.292126,-0.389169
17.297123,0.156699
17.302120,-0.738967
17.307117,0.351427
17.312115,-0.583729
17.317112,0.008162
17.322109,0.109287
17.327106,0.539260
17.332104,-0.574714
17.337101,0.333469
17.342098,-0.872621
17.347095,-0.160953
17.352093,-0.461291
17.357090,-0.004073
17.362087,-0.034520
17.367085,-0.596971
17.372082,0.718916
17.377079,-0.374943
17.382076,-0.816831
17.387074,0.115919
17.392071,-0.226566
17.397068,0.000577
17.402065,0.506381
17.407063,0.203495
17.412060,-0.013799
17.417057,0.238751
17.422054,0.241509
17.427052,-0.516130
17.432049,-1.597757
17.437046,0.249031
17.442043,0.949792
17.447041,0.143666
17.452038,-0.299696
17.457035,0.554135
17.462032,-0.096060
17.467030,0.478218
17.472027,-0.307706
17.477024,0.058254
17.482021,0.103317
17.487019,-0.509765
17.492016,0.478457
17.497013,0.182044
17.502010,-0.315612
17.507008,-0.110399
17.512005,-0.107381
17.517002,-0.205817
17.521999,-0.183732
17.526997,-0.393108
17.531994,0.534767
17.536991,0.006150
17.541988,-0.008442
17.546986,-0.866434
17.551983,0.024733
17.556980,0.538586
17.561977,-0.806974
17.566975,-0.129422
17.571972,-0.087097
17.576969,0.206986
17.581966,-1.043759
17.586964,0.391342
17.591961,-0.055684
17.596958,-0.453564
17.601955,-0.660630
17.606953,-1.156698
17.611950,-0.244233
17.616947,0.317790
17.621944,0.879927
17.626942,-0.652366
17.631939,0.075931
17.636936,0.009180
17.641933,-0.931441
17.646931,-0.679092
17.651928,-0.067234
17.656925,-1.384053
17.661922,-0.697102
17.666920,-0.405721
17.671917,-0.153690
17.676914,-0.198485
17.681911,-0.985470
17.686909,-0.174817
17.691906,-0.310442
17.696903,0.148111
17.701900,-0.226975
17.706898,0.084306
17.711895,-0.367494
17.716892,0.171827
17.721889,0.252146
17.726887,-0.311802
17.731884,-0.198828
17.736881,-0.346935
17.741879,0.284422
17.746876,-0.931873
17.751873,-0.672518
17.756870,0.224841
17.761868,-0.792494
17.766865,0.282946
17.771862,0.197887
17.776859,-0.953915
17.781857,-0.401153
17.786854,-0.432957
17.791851,0.234512
17.796848,-0.413838
17.801846,0.478234
17.806843,-0.047155
17.811840,-0.286777
17.816837,0.727398
17.821835,0.786109
17.826832,-0.004617
17.831829,-0.714390
17.836826,0.077770
17.841824,-0.136749
17.846821,0.413766
17.851818,0.591214
17.856815,-1.181901
17.861813,0.730826
17.866810,-0.256523
17.871807,-0.156358
17.876804,0.450451
17.881802,-0.766887
17.886799,-0.389617
17.891796,-0.911907
17.896793,0.182067
17.901791,0.446576
17.906788,-0.010370
17.911785,0.259248
17.916782,-0.264212
17.921780,0.338628
17.926777,0.220783
17.931774,0.807924
17.936771,-0.068246
17.941769,-0.395132
17.946766,0.391012
17.951763,0.735583
17.956760,-0.233656
17.961758,-0.113838
17.966755,-0.095731
17.971752,0.264795
17.976749,1.001263
17.981747,0.217602
17.986744,0.313990
17.991741,0.649211
17.996738,0.062827
18.001736,-0.327564
18.006733,0.364626
18.011730,-0.748937
18.016727,0.083145
18.021725,-0.355053
18.026722,0.222933
18.031719,0.221213
18.036716,0.076493
18.041714,-0.442605
18.046711,-0.427252
18.051708,-0.146633
18.056705,0.223971
18.061703,-0.275663
18.066700,-0.269568
18.071697,0.748688
18.076694,-0.037542
18.081692,0.378728
18.086689,0.492312
18.091686,-0.141223
18.096684,0.499565
18.101681,0.148955
18.106678,0.717863
18.111675,0.324844
18.116673,-0.153744
18.121670,0.069301
18.126667,-0.680432
18.131664,-0.454076
18.136662,-0.064979
18.141659,0.104594
18.146656,0.013227
18.151653,0.238372
18.156651,-0.639343
18.161648,0.194845
18.166645,-0.132788
18.171642,-0.455764
18.176640,-0.075749
18.181637,0.665637
18.186634,-0.306567
18.191631,0.082455
18.196629,0.412770
18.201626,-0.407532
18.206623,-0.190834
18.211620,-0.836640
18.216618,-1.024521
18.221615,-0.197902
18.226612,-0.150929
18.231609,-0.038407
18.236607,-0.441653
18.241604,-0.823489
18.246601,0.023868
18.251598,0.007389
18.256596,-0.270958
18.261593,-0.540544
18.266590,0.499805
18.271587,-0.193196
18.276585,0.713053
18.281582,0.584929
18.286579,0.045855
18.291576,0.513173
18.296574,0.870235
18.301571,0.403238
18.306568,-0.087951
18.311565,0.100783
18.316563,-0.393367
18.321560,-0.217374
18.326557,0.369142
18.331554,0.512172
18.336552,0.762501
18.341549,-0.238489
18.346546,-0.603208
18.351543,-0.167413
18.356541,-0.485468
18.361538,0.449773
18.366535,-0.518297
18.371532,0.259016
18.376530,0.208230
18.381527,0.388255
18.386524,-0.465673
18.391521,0.035840
18.396519,0.291094
18.401516,0.010482
18.406513,0.532945
18.411510,0.085506
18.416508,-0.314501
18.421505,-0.566719
18.426502,-1.181322
18.431499,-0.602083
18.436497,0.144193
18.441494,-0.064201
18.446491,-0.329947
18.451488,-0.236160
18.456486,0.537310
18.461483,0.016948
18.466480,0.350085
18.471478,0.600232
18.476475,-0.056863
18.481472,0.449177
18.486469,-0.231603
18.491467,0.612654
18.496464,-1.273395
18.501461,0.306968
18.506458,-0.099195
18.511456,0.133556
18.516453,-0.214986
18.521450,-0.754761
18.526447,-0.114992
18.531445,0.921636
18.536442,-0.408032
18.541439,-0.361441
18.546436,0.244967
18.551434,0.730461
18.556431,0.248735
18.561428,0.111172
18.566425,-0.378193
18.571423,-0.230234
18.576420,0.140785
18.581417,-0.158255
18.586414,0.048226
18.591412,0.362930
18.596409,0.384981
18.601406,0.677762
18.606403,-0.052414
18.611401,-0.863530
18.616398,0.499927
18.621395,0.226255
18.626392,-0.135627
18.631390,-0.106230
18.636387,1.104540
18.641384,0.165649
18.646381,0.579512
18.651379,0.767638
18.656376,-0.148199
18.661373,0.148957
18.666370,0.421808
18.671368,-0.122240
18.676365,0.075469
18.681362,-0.207427
18.686359,-0.195738
18.691357,-0.857118
18.696354,0.494456
18.701351,0.787341
18.706348,0.423029
18.711346,-0.045716
18.716343,-0.121085
18.721340,-0.571333
18.726337,0.089722
18.731335,-1.028259
18.736332,0.534645
18.741329,-0.114423
18.746326,0.550394
18.751324,-0.056577
18.756321,-0.622541
18.761318,-0.758483
18.766315,-0.310701
18.771313,-0.005205
18.776310,-0.461984
18.781307,-0.409961
18.786304,-0.572006
18.791302,-0.232221
18.796299,-0.261307
18.801296,0.043119
18.806293,0.134171
18.811291,-0.664169
18.816288,-0.227385
18.821285,0.609400
18.826283,-0.566854
18.831280,0.293913
18.836277,-0.435684
18.841274,0.388016
18.846272,-0.389831
18.851269,-0.064742
18.856266,-0.244754
18.861263,0.059905
18.866261,-0.119817
18.871258,-0.058613
18.876255,0.385886
18.881252,0.749831
18.886250,0.494765
18.891247,0.007333
18.896244,0.261914
18.901241,0.627556
18.906239,-0.386510
18.911236,0.575998
18.916233,0.310135
18.921230,0.599763
18.926228,0.205952
18.931225,0.438640
18.936222,-0.575705
18.941219,-0.727845
18.946217,-0.299664
18.951214,-0.490219
18.956211,0.057447
18.961208,-0.737777
18.966206,-1.223405
18.971203,-0.633498
18.976200,0.094896
18.981197,-0.396009
18.986195,-0.018216
18.991192,-0.026836
18.996189,-0.344262
19.001186,0.478249
19.006184,-1.157685
19.011181,0.518850
19.016178,0.154278
19.021175,-0.304788
19.026173,0.309105
19.031170,0.751571
19.036167,-0.212136
19.041164,-0.475917
19.046162,-0.294936
19.051159,0.159377
19.056156,-0.207102
19.061153,1.071617
19.066151,-0.346376
19.071148,-0.135720
19.076145,-0.666813
19.081142,0.207585
19.086140,-0.504560
19.091137,0.052176
19.096134,0.671363
19.101131,0.160495
19.106129,0.175200
19.111126,0.380492
19.116123,-0.325934
19.121120,0.289246
19.126118,0.159132
19.131115,-0.043897
19.136112,-0.210630
19.141109,0.131111
19.146107,-0.471188
19.151104,0.390604
19.156101,0.951175
19.161098,-0.584365
19.166096,-0.276295
19.171093,-0.649214
19.176090,-0.182469
19.181087,0.250236
19.186085,0.276730
19.191082,0.122870
19.196079,0.687952
19.201077,-0.360879
19.206074,-1.039439
19.211071,-0.684499
19.216068,-0.809162
19.221066,0.079015
19.226063,0.723328
19.231060,1.331906
19.236057,-0.142778
19.241055,0.364286
19.246052,0.426769
19.251049,0.113083
19.256046,0.365113
19.261044,0.509733
19.266041,-0.465069
19.271038,-0.076305
19.276035,1.535700
19.281033,0.466190
19.286030,0.290931
19.291027,0.346345
19.296024,0.254202
19.301022,-0.467357
19.306019,-1.315048
19.311016,-0.417656
19.316013,-0.233944
19.321011,0.210839
19.326008,-0.148591
19.331005,-0.237869
19.336002,-0.258066
19.341000,-0.176845
19.345997,-0.068580
19.350994,0.360445
19.355991,-0.117939
19.360989,0.293606
19.365986,0.142567
19.370983,-0.406026
19.375980,0.134943
19.380978,-0.551856
19.385975,0.599868
19.390972,0.356753
19.395969,0.305608
19.400967,-0.477329
19.405964,-0.163089
19.410961,0.483654
19.415958,0.967409
19.420956,-0.412790
19.425953,-0.214262
19.430950,-0.340587
19.435947,0.277855
19.440945,-0.555005
19.445942,-0.257963
19.450939,0.800172
19.455936,-0.098360
19.460934,-0.120888
19.465931,-0.036530
19.470928,0.310196
19.475925,0.185464
19.480923,-0.097903
19.485920,-0.332138
19.490917,0.962388
19.495914,0.130024
19.500912,0.648413
19.505909,0.450905
19.510906,-0.296449
19.515903,-0.039918
19.520901,-0.721341
19.525898,0.384073
19.530895,-0.484068
19.535892,-0.933565
19.540890,-0.039509
19.545887,0.366942
19.550884,-0.401017
19.555882,-0.611225
19.560879,0.725641
19.565876,-0.138354
19.570873,-0.144398
19.575871,0.441649
19.580868,-0.024910
19.585865,0.841936
19.590862,0.973587
19.595860,0.234870
19.600857,-0.310694
19.605854,0.024843
19.610851,0.052449
19.615849,-0.321467
19.620846,-0.856113
19.625843,0.409030
19.630840,0.238570
19.635838,-0.511665
19.640835,0.280738
19.645832,-0.171251
19.650829,-0.107731
19.655827,0.198126
19.660824,-0.155003
19.665821,-0.146224
19.670818,0.063071
19.675816,0.419076
19.680813,0.277424
19.685810,-0.979102
19.690807,0.376335
19.695805,-0.404836
19.700802,0.902857
19.705799,-0.733430
19.710796,0.091895
19.715794,0.184327
19.720791,-0.900152
19.725788,0.545225
19.730785,0.064582
19.735783,-0.517234
19.740780,-0.386827
19.745777,-0.433159
19.750774,0.385206
19.755772,1.197488
19.760769,-0.708610
19.765766,0.478579
19.770763,0.287021
19.775761,0.078925
19.780758,0.370387
19.785755,-0.877897
19.790752,0.108109
19.795750,-0.106324
19.800747,0.468730
19.805744,0.882675
19.810741,0.329867
19.815739,-0.942581
19.820736,-0.672095
19.825733,0.604847
19.830730,-0.612560
19.835728,0.109327
19.840725,-0.260037
19.845722,0.066792
19.850719,0.452386
19.855717,0.240679
19.860714,-0.343303
19.865711,0.282084
19.870708,0.177912
19.875706,0.184804
19.880703,0.649097
19.885700,0.660051
19.890697,-1.254081
19.895695,0.437049
19.900692,0.128932
19.905689,0.108068
19.910686,0.034803
19.915684,0.858585
19.920681,-0.109569
19.925678,-0.445309
19.930676,0.700152
19.935673,0.094609
19.940670,0.232614
19.945667,0.086623
19.950665,-0.251554
19.955662,0.248773
19.960659,0.102768
19.965656,-0.930664
19.970654,0.029931
19.975651,0.307500
19.980648,0.033089
19.985645,-0.062996
19.990643,-0.832375
19.995640,-1.272630
20.000637,0.179434
20.005634,0.030738
20.010632,-0.210292
20.015629,-0.158183
20.020626,-0.265865
20.025623,0.198160
20.030621,-0.413649
20.035618,-0.159042
20.040615,0.046654
20.045612,0.056001
20.050610,-0.299947
20.055607,0.048637
20.060604,-0.089675
20.065601,0.556492
20.070599,-0.199940
20.075596,-0.111897
20.080593,0.212373
20.085590,0.398324
20.090588,-0.265879
20.095585,-0.560538
20.100582,1.637226
20.105579,-0.849178
20.110577,0.583777
20.115574,-0.249963
20.120571,-0.342295
20.125568,-0.750122
20.130566,0.128547
20.135563,-0.432433
20.140560,-0.605613
20.145557,0.235690
20.150555,-0.147014
20.155552,-1.028036
20.160549,0.123852
20.165546,-0.470531
20.170544,0.348228
20.175541,-0.444465
20.180538,-0.196952
20.185535,0.253196
20.190533,0.350147
20.195530,-0.476031
20.200527,0.506274
20.205524,0.192268
20.210522,-0.573971
20.215519,0.704861
20.220516,0.345506
20.225513,-0.557716
20.230511,-0.123095
20.235508,-0.002763
20.240505,-0.579013
20.245502,0.347093
20.250500,-0.037941
20.255497,-0.545757
20.260494,0.234933
20.265491,-0.033644
20.270489,0.170152
20.275486,-0.997695
20.280483,-0.275067
20.285480,-0.517765
