time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
0.005000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000002,0.000000
0.015000,0.000000,0.000000,0.000005,0.000000
0.020000,0.000000,0.000000,0.000012,0.000000
0.025000,0.000000,0.000000,0.000019,0.000000
0.030000,0.000000,0.000000,0.000020,0.000000
0.035000,0.000000,0.000000,0.000012,0.000000
0.040000,0.000000,0.000000,-0.000011,0.000000
0.045000,0.000000,0.000000,-0.000048,0.000000
0.050000,-0.000000,0.000000,-0.000100,0.000000
0.055000,-0.000001,0.000000,-0.000164,0.000000
0.060000,-0.000002,0.000000,-0.000241,0.000000
0.065000,-0.000003,0.000000,-0.000329,0.000000
0.070000,-0.000005,0.000000,-0.000423,0.000000
0.075000,-0.000008,0.000000,-0.000519,0.000000
0.080000,-0.000011,0.000000,-0.000615,0.000000
0.085000,-0.000014,0.000000,-0.000714,0.000000
0.090000,-0.000018,0.000000,-0.000817,0.000000
0.095000,-0.000022,0.000000,-0.000928,0.000000
0.100000,-0.000027,0.000000,-0.001047,0.000000
0.105000,-0.000033,0.000000,-0.001173,0.000000
0.110000,-0.000039,0.000000,-0.001304,0.000000
0.115000,-0.000046,0.000000,-0.001435,0.000000
0.120000,-0.000054,0.000000,-0.001564,0.000000
0.125000,-0.000062,0.000000,-0.001691,0.000000
0.130000,-0.000071,0.000000,-0.001817,0.000000
0.135000,-0.000080,0.000000,-0.001940,0.000000
0.140000,-0.000090,0.000000,-0.002057,0.000000
0.145000,-0.000101,0.000000,-0.002165,0.000000
0.150000,-0.000112,0.000000,-0.002261,0.000000
0.155000,-0.000123,0.000000,-0.002341,0.000000
0.160000,-0.000135,0.000000,-0.002406,0.000000
0.165000,-0.000148,0.000000,-0.002456,0.000000
0.170000,-0.000160,0.000000,-0.002492,0.000000
0.175000,-0.000172,0.000000,-0.002515,0.000000
0.180000,-0.000185,0.000000,-0.002530,0.000000
0.185000,-0.000198,0.000000,-0.002544,0.000000
0.190000,-0.000211,0.000000,-0.002557,0.000000
0.195000,-0.000223,0.000000,-0.002569,0.000000
0.200000,-0.000236,0.000000,-0.002577,0.000000
0.205000,-0.000249,0.000000,-0.002579,0.000000
0.210000,-0.000262,0.000000,-0.002577,0.000000
0.215000,-0.000275,0.000000,-0.002571,0.000000
0.220000,-0.000288,0.000000,-0.002563,0.000000
0.225000,-0.000301,0.000000,-0.002554,0.000000
0.230000,-0.000313,0.000000,-0.002547,0.000000
0.235000,-0.000326,0.000000,-0.002542,0.000000
0.240000,-0.000339,0.000000,-0.002541,0.000000
0.245000,-0.000351,0.000000,-0.002543,0.000000
0.250000,-0.000364,0.000000,-0.002546,0.000000
0.255000,-0.000377,0.000000,-0.002546,0.000000
0.260000,-0.000390,0.000000,-0.002538,0.000000
0.265000,-0.000402,0.000000,-0.002517,0.000000
0.270000,-0.000415,0.000000,-0.002480,0.000000
0.275000,-0.000427,0.000000,-0.002431,0.000000
0.280000,-0.000439,0.000000,-0.002370,0.000000
0.285000,-0.000451,0.000000,-0.002300,0.000000
0.290000,-0.000462,0.000000,-0.002226,0.000000
0.295000,-0.000473,0.000000,-0.002155,0.000000
0.300000,-0.000483,0.000000,-0.002096,0.000000
0.305000,-0.000494,0.000000,-0.002049,0.000000
0.310000,-0.000504,0.000000,-0.002013,0.000000
0.314999,-0.000514,0.000000,-0.001985,0.000000
0.319999,-0.000524,0.000000,-0.001960,0.000000
0.324999,-0.000533,0.000000,-0.001936,0.000000
0.329999,-0.000543,0.000000,-0.001909,0.000000
0.334999,-0.000552,0.000000,-0.001875,0.000000
0.339999,-0.000562,0.000000,-0.001834,0.000000
0.344999,-0.000571,0.000000,-0.001787,0.000000
0.349999,-0.000579,0.000000,-0.001738,0.000000
0.354999,-0.000588,0.000000,-0.001689,0.000000
0.359999,-0.000596,0.000000,-0.001639,0.000000
0.364999,-0.000604,0.000000,-0.001591,0.000000
0.369999,-0.000612,0.000000,-0.001546,0.000000
0.374999,-0.000620,0.000000,-0.001507,0.000000
0.379999,-0.000627,0.000000,-0.001468,0.000000
0.384999,-0.000634,0.000000,-0.001423,0.000000
0.389999,-0.000641,0.000000,-0.001367,0.000000
0.394998,-0.000648,0.000000,-0.001296,0.000000
0.399998,-0.000654,0.000000,-0.001213,0.000000
0.404998,-0.000660,0.000000,-0.001120,0.000000
0.409998,-0.000665,0.000000,-0.001019,0.000000
0.414998,-0.000670,0.000000,-0.000912,0.000000
0.419998,-0.000674,0.000000,-0.000801,0.000000
0.424998,-0.000678,0.000000,-0.000690,0.000000
0.429998,-0.000681,0.000000,-0.000584,0.000000
0.434998,-0.000684,0.000000,-0.000482,0.000000
0.439998,-0.000686,0.000000,-0.000387,0.000000
0.444998,-0.000688,0.000000,-0.000301,0.000000
0.449998,-0.000689,0.000000,-0.000225,0.000000
0.454998,-0.000690,0.000000,-0.000162,0.000000
0.459998,-0.000690,0.000000,-0.000109,0.000000
0.464998,-0.000691,0.000000,-0.000064,0.000000
0.469997,-0.000691,0.000000,-0.000023,0.000000
0.474997,-0.000691,0.000000,0.000017,0.000000
0.479997,-0.000691,0.000000,0.000058,0.000000
0.484997,-0.000690,0.000000,0.000101,0.000000
0.489997,-0.000690,0.000000,0.000143,0.000000
0.494997,-0.000689,0.000000,0.000180,0.000000
0.499997,-0.000688,0.000000,0.000210,0.000000
0.504997,-0.000687,0.000000,0.000232,0.000000
0.509997,-0.000686,0.000000,0.000247,0.000000
0.514997,-0.000684,0.000000,0.000261,0.000000
0.519997,-0.000683,0.000000,0.000278,0.000000
0.524997,-0.000681,0.000000,0.000301,0.000000
0.529997,-0.000680,0.000000,0.000334,0.000000
0.534997,-0.000678,0.000000,0.000379,0.000000
0.539997,-0.000676,0.000000,0.000439,0.000000
0.544997,-0.000674,0.000000,0.000517,0.000000
0.549996,-0.000671,0.000000,0.000612,0.000000
0.554996,-0.000667,0.000000,0.000727,0.000000
0.559996,-0.000663,0.000000,0.000860,0.000000
0.564996,-0.000659,0.000000,0.001008,0.000000
0.569996,-0.000653,0.000000,0.001168,0.000000
0.574996,-0.000647,0.000000,0.001332,0.000000
0.579996,-0.000640,0.000000,0.001492,0.000000
0.584996,-0.000632,0.000000,0.001637,0.000000
0.589996,-0.000623,0.000000,0.001764,0.000000
0.594996,-0.000614,0.000000,0.001867,0.000000
0.599996,-0.000604,0.000000,0.001942,0.000000
0.604996,-0.000595,0.000000,0.001986,0.000000
0.609996,-0.000585,0.000000,0.001999,0.000000
0.614996,-0.000575,0.000000,0.001981,0.000000
0.619996,-0.000565,0.000000,0.001933,0.000000
0.624996,-0.000555,0.000000,0.001860,0.000000
0.629995,-0.000546,0.000000,0.001765,0.000000
0.634995,-0.000538,0.000000,0.001654,0.000000
0.639995,-0.000530,0.000000,0.001533,0.000000
0.644995,-0.000523,0.000000,0.001408,0.000000
0.649995,-0.000516,0.000000,0.001282,0.000000
0.654995,-0.000510,0.000000,0.001161,0.000000
0.659995,-0.000504,0.000000,0.001049,0.000000
0.664995,-0.000500,0.000000,0.000951,0.000000
0.669995,-0.000495,0.000000,0.000867,0.000000
0.674995,-0.000491,0.000000,0.000797,0.000000
0.679995,-0.000487,0.000000,0.000736,0.000000
0.684995,-0.000484,0.000000,0.000681,0.000000
0.689995,-0.000480,0.000000,0.000631,0.000000
0.694995,-0.000477,0.000000,0.000581,0.000000
0.699995,-0.000475,0.000000,0.000527,0.000000
0.704994,-0.000472,0.000000,0.000463,0.000000
0.709994,-0.000470,0.000000,0.000389,0.000000
0.714994,-0.000468,0.000000,0.000308,0.000000
0.719994,-0.000467,0.000000,0.000222,0.000000
0.724994,-0.000466,0.000000,0.000131,0.000000
0.729994,-0.000466,0.000000,0.000040,0.000000
0.734994,-0.000466,0.000000,-0.000045,0.000000
0.739994,-0.000466,0.000000,-0.000117,0.000000
0.744994,-0.000467,0.000000,-0.000178,0.000000
0.749994,-0.000468,0.000000,-0.000232,0.000000
