time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
0.684995,-1.011255,-1.000000,-0.000755,0.000000
0.689995,-1.011256,-1.000000,0.000025,0.000000
0.694995,-1.011253,-1.000000,0.000911,0.000000
0.699995,-1.011246,-1.000000,0.001874,0.000000
0.704994,-1.011236,-1.000000,0.002047,0.000000
0.709994,-1.011226,-1.000000,0.001933,0.000000
0.714994,-1.011216,-1.000000,0.002190,0.000000
0.719994,-1.011204,-1.000000,0.002311,0.000000
0.724994,-1.011193,-1.000000,0.001841,0.000000
0.729994,-1.011186,-1.000000,0.001438,0.000000
0.734994,-1.011179,-1.000000,0.001246,0.000000
0.739994,-1.011173,-1.000000,0.001156,0.000000
0.744994,-1.011167,-1.000000,0.001220,0.000000
0.749994,-1.011161,-1.000000,0.001163,0.000000
0.754994,-1.011155,-1.000000,0.001212,0.000000
0.759994,-1.011149,-1.000000,0.001281,0.000000
0.764994,-1.011143,-1.000000,0.000958,0.000000
0.769994,-1.011139,-1.000000,0.000878,0.000000
0.774994,-1.011134,-1.000000,0.000885,0.000000
0.779994,-1.011131,-1.000000,0.000427,0.000000
0.784993,-1.011130,-1.000000,-0.000020,0.000000
0.789993,-1.011132,-1.000000,-0.000612,0.000000
0.794993,-1.011137,-1.000000,-0.001142,0.000000
0.799993,-1.011143,-1.000000,-0.001190,0.000000
0.804993,-1.011148,-1.000000,-0.000987,0.000000
0.809993,-1.011153,-1.000000,-0.000962,0.000000
0.814993,-1.011156,-1.000000,-0.000352,0.000000
0.819993,-1.011155,-1.000000,0.000724,0.000000
0.824993,-1.011149,-1.000000,0.001427,0.000000
0.829993,-1.011140,-1.000000,0.002095,0.000000
0.834993,-1.011127,-1.000000,0.002848,0.000000
0.839993,-1.011112,-1.000000,0.003262,0.000000
0.844993,-1.011093,-1.000000,0.004088,0.000000
0.849993,-1.011069,-1.000000,0.005143,0.000000
0.854993,-1.011041,-1.000000,0.006044,0.000000
0.859993,-1.011009,-1.000000,0.006653,0.000000
0.864992,-1.010974,-1.000000,0.007405,0.000000
0.869992,-1.010933,-1.000000,0.008397,0.000000
0.874992,-1.010888,-1.000000,0.009460,0.000000
0.879992,-1.010837,-1.000000,0.010796,0.000000
0.884992,-1.010779,-1.000000,0.012142,0.000000
0.889992,-1.010715,-1.000000,0.013018,0.000000
0.894992,-1.010647,-1.000000,0.013977,0.000000
0.899992,-1.010575,-1.000000,0.014813,0.000000
0.904992,-1.010499,-1.000000,0.015516,0.000000
0.909992,-1.010421,-1.000000,0.015629,0.000000
0.914992,-1.010343,-1.000000,0.015348,0.000000
0.919992,-1.010267,-1.000000,0.015334,0.000000
0.924992,-1.010190,-1.000000,0.015160,0.000000
0.929992,-1.010115,-1.000000,0.014955,0.000000
0.934992,-1.010040,-1.000000,0.015145,0.000000
0.939991,-1.009964,-1.000000,0.015410,0.000000
0.944991,-1.009886,-1.000000,0.015400,0.000000
0.949991,-1.009810,-1.000000,0.015159,0.000000
0.954991,-1.009734,-1.000000,0.015465,0.000000
0.959991,-1.009657,-1.000000,0.015229,0.000000
0.964991,-1.009582,-1.000000,0.014691,0.000000
0.969991,-1.009509,-1.000000,0.014733,0.000000
0.974991,-1.009434,-1.000000,0.015063,0.000000
0.979991,-1.009359,-1.000000,0.015204,0.000000
0.984991,-1.009281,-1.000000,0.015664,0.000000
0.989991,-1.009203,-1.000000,0.015610,0.000000
0.994991,-1.009125,-1.000000,0.015535,0.000000
0.999991,-1.009046,-1.000000,0.015655,0.000000
1.004991,-1.008968,-1.000000,0.015708,0.000000
1.009991,-1.008889,-1.000000,0.015840,0.000000
1.014991,-1.008811,-1.000000,0.015650,0.000000
1.019992,-1.008733,-1.000000,0.015436,0.000000
1.024992,-1.008656,-1.000000,0.015512,0.000000
1.029992,-1.008579,-1.000000,0.015316,0.000000
1.034992,-1.008502,-1.000000,0.015339,0.000000
1.039993,-1.008426,-1.000000,0.015259,0.000000
1.044993,-1.008349,-1.000000,0.015375,0.000000
1.049993,-1.008272,-1.000000,0.015578,0.000000
1.054993,-1.008192,-1.000000,0.016180,0.000000
1.059994,-1.008108,-1.000000,0.017343,0.000000
1.064994,-1.008019,-1.000000,0.017832,0.000000
1.069994,-1.007929,-1.000000,0.017976,0.000000
1.074994,-1.007838,-1.000000,0.018535,0.000000
1.079994,-1.007743,-1.000000,0.019266,0.000000
1.084995,-1.007644,-1.000000,0.020089,0.000000
1.089995,-1.007542,-1.000000,0.020674,0.000000
1.094995,-1.007438,-1.000000,0.021078,0.000000
1.099995,-1.007331,-1.000000,0.021367,0.000000
1.104996,-1.007224,-1.000000,0.021590,0.000000
1.109996,-1.007117,-1.000000,0.021227,0.000000
1.114996,-1.007012,-1.000000,0.021121,0.000000
1.119996,-1.006905,-1.000000,0.021440,0.000000
1.124997,-1.006797,-1.000000,0.021688,0.000000
1.129997,-1.006688,-1.000000,0.022004,0.000000
1.134997,-1.006577,-1.000000,0.022461,0.000000
1.139997,-1.006463,-1.000000,0.023026,0.000000
1.144997,-1.006347,-1.000000,0.023090,0.000000
1.149998,-1.006233,-1.000000,0.022650,0.000000
1.154998,-1.006121,-1.000000,0.022105,0.000000
1.159998,-1.006012,-1.000000,0.021724,0.000000
1.164998,-1.005905,-1.000000,0.021238,0.000000
1.169999,-1.005799,-1.000000,0.021074,0.000000
1.174999,-1.005694,-1.000000,0.021132,0.000000
1.179999,-1.005587,-1.000000,0.021301,0.000000
1.184999,-1.005481,-1.000000,0.021285,0.000000
1.190000,-1.005375,-1.000000,0.021076,0.000000
1.195000,-1.005270,-1.000000,0.020923,0.000000
1.200000,-1.005165,-1.000000,0.021192,0.000000
1.205000,-1.005059,-1.000000,0.021047,0.000000
1.210001,-1.004954,-1.000000,0.021088,0.000000
1.215001,-1.004847,-1.000000,0.021580,0.000000
1.220001,-1.004738,-1.000000,0.022020,0.000000
1.225001,-1.004627,-1.000000,0.022211,0.000000
1.230001,-1.004517,-1.000000,0.021963,0.000000
1.235002,-1.004407,-1.000000,0.022039,0.000000
1.240002,-1.004296,-1.000000,0.022250,0.000000
1.245002,-1.004184,-1.000000,0.022549,0.000000
1.250002,-1.004070,-1.000000,0.023065,0.000000
1.255003,-1.003951,-1.000000,0.024171,0.000000
1.260003,-1.003826,-1.000000,0.025514,0.000000
1.265003,-1.003694,-1.000000,0.026850,0.000000
1.270003,-1.003557,-1.000000,0.027873,0.000000
1.275004,-1.003415,-1.000000,0.028779,0.000000
1.280004,-1.003269,-1.000000,0.029565,0.000000
1.285004,-1.003119,-1.000000,0.030254,0.000000
1.290004,-1.002966,-1.000000,0.030817,0.000000
1.295004,-1.002810,-1.000000,0.031264,0.000000
1.300005,-1.002652,-1.000000,0.031846,0.000000
1.305005,-1.002493,-1.000000,0.031759,0.000000
1.310005,-1.002335,-1.000000,0.031441,0.000000
1.315005,-1.002179,-1.000000,0.031221,0.000000
1.320006,-1.002023,-1.000000,0.031195,0.000000
1.325006,-1.001868,-1.000000,0.030656,0.000000
1.330006,-1.001716,-1.000000,0.030398,0.000000
1.335006,-1.001565,-1.000000,0.029955,0.000000
1.340007,-1.001416,-1.000000,0.029727,0.000000
1.345007,-1.001269,-1.000000,0.029361,0.000000
1.350007,-1.001123,-1.000000,0.028821,0.000000
1.355007,-1.000980,-1.000000,0.028494,0.000000
1.360008,-1.000840,-1.000000,0.027924,0.000000
1.365008,-1.000701,-1.000000,0.027690,0.000000
1.370008,-1.000564,-1.000000,0.027347,0.000000
1.375008,-1.000428,-1.000000,0.027020,0.000000
1.380008,-1.000292,-1.000000,0.027421,0.000000
1.385009,-1.000152,-1.000000,0.028350,0.000000
1.390009,-1.000008,-1.000000,0.029162,0.000000
1.395009,-0.999860,-1.000000,0.029682,0.000000
1.400009,-0.999711,-1.000000,0.029740,0.000000
1.405010,-0.999564,-1.000000,0.029201,0.000000
1.410010,-0.999421,-1.000000,0.028279,0.000000
1.415010,-0.999281,-1.000000,0.027710,0.000000
1.420010,-0.999146,-1.000000,0.026779,0.000000
1.425011,-0.999015,-1.000000,0.025799,0.000000
1.430011,-0.998889,-1.000000,0.024767,0.000000
1.435011,-0.998769,-1.000000,0.023570,0.000000
1.440011,-0.998654,-1.000000,0.022591,0.000000
1.445011,-0.998543,-1.000000,0.021848,0.000000
1.450012,-0.998435,-1.000000,0.021618,0.000000
1.455012,-0.998328,-1.000000,0.021258,0.000000
1.460012,-0.998222,-1.000000,0.021098,0.000000
1.465012,-0.998117,-1.000000,0.020906,0.000000
1.470013,-0.998016,-1.000000,0.019789,0.000000
1.475013,-0.997921,-1.000000,0.018482,0.000000
1.480013,-0.997830,-1.000000,0.017870,0.000000
1.485013,-0.997742,-1.000000,0.017593,0.000000
1.490014,-0.997654,-1.000000,0.017454,0.000000
1.495014,-0.997568,-1.000000,0.017039,0.000000
1.500014,-0.997484,-1.000000,0.016649,0.000000
1.505014,-0.997401,-1.000000,0.016455,0.000000
1.510015,-0.997319,-1.000000,0.016448,0.000000
1.515015,-0.997236,-1.000000,0.016669,0.000000
1.520015,-0.997152,-1.000000,0.016981,0.000000
1.525015,-0.997066,-1.000000,0.017155,0.000000
1.530015,-0.996980,-1.000000,0.017284,0.000000
1.535016,-0.996893,-1.000000,0.017445,0.000000
1.540016,-0.996805,-1.000000,0.017682,0.000000
1.545016,-0.996716,-1.000000,0.017973,0.000000
1.550016,-0.996626,-1.000000,0.017801,0.000000
1.555017,-0.996539,-1.000000,0.017339,0.000000
1.560017,-0.996451,-1.000000,0.017650,0.000000
1.565017,-0.996362,-1.000000,0.018091,0.000000
1.570017,-0.996270,-1.000000,0.018477,0.000000
1.575018,-0.996176,-1.000000,0.018910,0.000000
1.580018,-0.996081,-1.000000,0.018991,0.000000
1.585018,-0.995988,-1.000000,0.018499,0.000000
1.590018,-0.995896,-1.000000,0.018216,0.000000
1.595019,-0.995807,-1.000000,0.017592,0.000000
1.600019,-0.995722,-1.000000,0.016749,0.000000
1.605019,-0.995640,-1.000000,0.015886,0.000000
1.610019,-0.995563,-1.000000,0.015332,0.000000
1.615019,-0.995487,-1.000000,0.015006,0.000000
1.620020,-0.995412,-1.000000,0.014844,0.000000
1.625020,-0.995338,-1.000000,0.015042,0.000000
1.630020,-0.995260,-1.000000,0.015915,0.000000
1.635020,-0.995178,-1.000000,0.016870,0.000000
1.640021,-0.995090,-1.000000,0.017797,0.000000
1.645021,-0.994999,-1.000000,0.018613,0.000000
1.650021,-0.994905,-1.000000,0.018738,0.000000
1.655021,-0.994812,-1.000000,0.018325,0.000000
1.660022,-0.994721,-1.000000,0.018072,0.000000
1.665022,-0.994634,-1.000000,0.017011,0.000000
1.670022,-0.994552,-1.000000,0.016219,0.000000
1.675022,-0.994473,-1.000000,0.015261,0.000000
1.680022,-0.994399,-1.000000,0.014481,0.000000
1.685023,-0.994328,-1.000000,0.014040,0.000000
1.690023,-0.994260,-1.000000,0.013361,0.000000
1.695023,-0.994196,-1.000000,0.012598,0.000000
1.700023,-0.994135,-1.000000,0.011967,0.000000
1.705024,-0.994076,-1.000000,0.011598,0.000000
1.710024,-0.994020,-1.000000,0.010937,0.000000
1.715024,-0.993970,-1.000000,0.009535,0.000000
1.720024,-0.993925,-1.000000,0.008584,0.000000
1.725025,-0.993885,-1.000000,0.007736,0.000000
1.730025,-0.993848,-1.000000,0.007044,0.000000
1.735025,-0.993815,-1.000000,0.006362,0.000000
1.740025,-0.993785,-1.000000,0.005827,0.000000
1.745026,-0.993758,-1.000000,0.004945,0.000000
1.750026,-0.993736,-1.000000,0.003987,0.000000
1.755026,-0.993719,-1.000000,0.003214,0.000000
1.760026,-0.993704,-1.000000,0.002758,0.000000
1.765026,-0.993691,-1.000000,0.002657,0.000000
1.770027,-0.993678,-1.000000,0.002659,0.000000
1.775027,-0.993665,-1.000000,0.002431,0.000000
1.780027,-0.993654,-1.000000,0.002110,0.000000
1.785027,-0.993644,-1.000000,0.001856,0.000000
1.790028,-0.993634,-1.000000,0.002161,0.000000
1.795028,-0.993622,-1.000000,0.002635,0.000000
1.800028,-0.993608,-1.000000,0.002838,0.000000
1.805028,-0.993592,-1.000000,0.003527,0.000000
1.810029,-0.993572,-1.000000,0.004355,0.000000
1.815029,-0.993550,-1.000000,0.004440,0.000000
1.820029,-0.993527,-1.000000,0.004525,0.000000
1.825029,-0.993504,-1.000000,0.005019,0.000000
1.830029,-0.993476,-1.000000,0.005886,0.000000
1.835030,-0.993443,-1.000000,0.007080,0.000000
1.840030,-0.993406,-1.000000,0.007521,0.000000
1.845030,-0.993368,-1.000000,0.007673,0.000000
1.850030,-0.993329,-1.000000,0.007627,0.000000
1.855031,-0.993293,-1.000000,0.006817,0.000000
1.860031,-0.993262,-1.000000,0.005944,0.000000
1.865031,-0.993234,-1.000000,0.005380,0.000000
1.870031,-0.993210,-1.000000,0.004492,0.000000
1.875032,-0.993191,-1.000000,0.003200,0.000000
1.880032,-0.993179,-1.000000,0.001817,0.000000
1.885032,-0.993173,-1.000000,0.001101,0.000000
1.890032,-0.993169,-1.000000,0.000401,0.000000
1.895033,-0.993169,-1.000000,-0.000065,0.000000
1.900033,-0.993169,-1.000000,-0.000031,0.000000
1.905033,-0.993170,-1.000000,-0.000174,0.000000
1.910033,-0.993172,-1.000000,-0.000761,0.000000
1.915033,-0.993177,-1.000000,-0.001167,0.000000
1.920034,-0.993185,-1.000000,-0.001701,0.000000
1.925034,-0.993194,-1.000000,-0.002022,0.000000
1.930034,-0.993206,-1.000000,-0.002532,0.000000
1.935034,-0.993217,-1.000000,-0.002045,0.000000
1.940035,-0.993225,-1.000000,-0.001295,0.000000
1.945035,-0.993231,-1.000000,-0.000948,0.000000
1.950035,-0.993235,-1.000000,-0.000784,0.000000
1.955035,-0.993239,-1.000000,-0.000787,0.000000
1.960036,-0.993243,-1.000000,-0.001117,0.000000
1.965036,-0.993250,-1.000000,-0.001692,0.000000
1.970036,-0.993261,-1.000000,-0.002309,0.000000
1.975036,-0.993273,-1.000000,-0.002573,0.000000
1.980036,-0.993288,-1.000000,-0.003388,0.000000
1.985037,-0.993308,-1.000000,-0.004184,0.000000
1.990037,-0.993330,-1.000000,-0.004617,0.000000
1.995037,-0.993355,-1.000000,-0.005297,0.000000
2.000037,-0.993384,-1.000000,-0.006269,0.000000
2.005037,-0.993417,-1.000000,-0.006933,0.000000
2.010037,-0.993454,-1.000000,-0.007677,0.000000
2.015036,-0.993496,-1.000000,-0.008678,0.000000
2.020036,-0.993540,-1.000000,-0.008857,0.000000
2.025036,-0.993585,-1.000000,-0.009310,0.000000
2.030035,-0.993634,-1.000000,-0.009965,0.000000
2.035035,-0.993686,-1.000000,-0.010860,0.000000
2.040035,-0.993743,-1.000000,-0.011830,0.000000
2.045034,-0.993806,-1.000000,-0.013215,0.000000
2.050034,-0.993876,-1.000000,-0.014277,0.000000
2.055033,-0.993950,-1.000000,-0.015214,0.000000
2.060033,-0.994028,-1.000000,-0.015625,0.000000
2.065033,-0.994107,-1.000000,-0.015956,0.000000
2.070032,-0.994187,-1.000000,-0.016212,0.000000
2.075032,-0.994269,-1.000000,-0.016430,0.000000
2.080032,-0.994351,-1.000000,-0.016357,0.000000
2.085031,-0.994432,-1.000000,-0.016160,0.000000
2.090031,-0.994513,-1.000000,-0.016139,0.000000
2.095031,-0.994595,-1.000000,-0.016524,0.000000
2.100030,-0.994676,-1.000000,-0.016123,0.000000
2.105030,-0.994755,-1.000000,-0.015638,0.000000
2.110029,-0.994831,-1.000000,-0.014773,0.000000
2.115029,-0.994902,-1.000000,-0.013752,0.000000
2.120029,-0.994966,-1.000000,-0.012099,0.000000
2.125028,-0.995022,-1.000000,-0.010683,0.000000
2.130028,-0.995071,-1.000000,-0.009307,0.000000
2.135028,-0.995114,-1.000000,-0.008104,0.000000
2.140027,-0.995151,-1.000000,-0.006792,0.000000
2.145027,-0.995181,-1.000000,-0.005646,0.000000
2.150027,-0.995205,-1.000000,-0.004240,0.000000
2.155026,-0.995223,-1.000000,-0.002953,0.000000
2.160026,-0.995234,-1.000000,-0.001913,0.000000
2.165025,-0.995241,-1.000000,-0.000999,0.000000
2.170025,-0.995244,-1.000000,-0.000183,0.000000
2.175025,-0.995242,-1.000000,0.000739,0.000000
2.180024,-0.995236,-1.000000,0.001486,0.000000
2.185024,-0.995228,-1.000000,0.001849,0.000000
2.190024,-0.995218,-1.000000,0.002023,0.000000
2.195023,-0.995207,-1.000000,0.002061,0.000000
2.200023,-0.995198,-1.000000,0.001865,0.000000
2.205023,-0.995188,-1.000000,0.002043,0.000000
2.210022,-0.995177,-1.000000,0.002398,0.000000
2.215022,-0.995164,-1.000000,0.002546,0.000000
2.220021,-0.995151,-1.000000,0.002612,0.000000
2.225021,-0.995139,-1.000000,0.002444,0.000000
2.230021,-0.995127,-1.000000,0.002451,0.000000
2.235020,-0.995115,-1.000000,0.002437,0.000000
2.240020,-0.995103,-1.000000,0.002017,0.000000
2.245020,-0.995094,-1.000000,0.001680,0.000000
2.250019,-0.995088,-1.000000,0.001056,0.000000
2.255019,-0.995083,-1.000000,0.000766,0.000000
2.260019,-0.995080,-1.000000,0.000510,0.000000
2.265018,-0.995079,-1.000000,-0.000161,0.000000
2.270018,-0.995084,-1.000000,-0.001295,0.000000
2.275017,-0.995093,-1.000000,-0.002314,0.000000
2.280017,-0.995109,-1.000000,-0.003849,0.000000
2.285017,-0.995132,-1.000000,-0.004787,0.000000
2.290016,-0.995157,-1.000000,-0.005145,0.000000
2.295016,-0.995184,-1.000000,-0.005667,0.000000
2.300016,-0.995214,-1.000000,-0.005998,0.000000
2.305015,-0.995245,-1.000000,-0.006426,0.000000
2.310015,-0.995277,-1.000000,-0.006604,0.000000
2.315015,-0.995311,-1.000000,-0.006705,0.000000
2.320014,-0.995344,-1.000000,-0.006539,0.000000
2.325014,-0.995377,-1.000000,-0.006591,0.000000
2.330014,-0.995411,-1.000000,-0.007001,0.000000
2.335013,-0.995447,-1.000000,-0.007356,0.000000
2.340013,-0.995483,-1.000000,-0.007112,0.000000
2.345012,-0.995519,-1.000000,-0.007134,0.000000
2.350012,-0.995555,-1.000000,-0.007525,0.000000
2.355012,-0.995594,-1.000000,-0.007992,0.000000
2.360011,-0.995636,-1.000000,-0.008527,0.000000
2.365011,-0.995680,-1.000000,-0.009009,0.000000
2.370011,-0.995727,-1.000000,-0.009632,0.000000
2.375010,-0.995778,-1.000000,-0.010626,0.000000
2.380010,-0.995833,-1.000000,-0.011296,0.000000
2.385010,-0.995890,-1.000000,-0.011458,0.000000
2.390009,-0.995948,-1.000000,-0.011605,0.000000
2.395009,-0.996006,-1.000000,-0.011823,0.000000
2.400008,-0.996068,-1.000000,-0.012641,0.000000
2.405008,-0.996133,-1.000000,-0.013436,0.000000
2.410008,-0.996203,-1.000000,-0.014313,0.000000
2.415007,-0.996277,-1.000000,-0.015157,0.000000
2.420007,-0.996355,-1.000000,-0.015766,0.000000
2.425007,-0.996436,-1.000000,-0.016392,0.000000
2.430006,-0.996520,-1.000000,-0.017224,0.000000
2.435006,-0.996609,-1.000000,-0.018256,0.000000
2.440006,-0.996703,-1.000000,-0.019206,0.000000
2.445005,-0.996801,-1.000000,-0.019749,0.000000
2.450005,-0.996900,-1.000000,-0.019908,0.000000
2.455004,-0.997000,-1.000000,-0.019802,0.000000
2.460004,-0.997098,-1.000000,-0.019608,0.000000
2.465004,-0.997196,-1.000000,-0.019534,0.000000
2.470003,-0.997294,-1.000000,-0.019772,0.000000
2.475003,-0.997393,-1.000000,-0.019776,0.000000
2.480003,-0.997492,-1.000000,-0.019945,0.000000
2.485002,-0.997591,-1.000000,-0.019781,0.000000
2.490002,-0.997691,-1.000000,-0.019937,0.000000
2.495002,-0.997790,-1.000000,-0.019869,0.000000
2.500001,-0.997890,-1.000000,-0.019994,0.000000
2.505001,-0.997990,-1.000000,-0.019973,0.000000
2.510000,-0.998090,-1.000000,-0.020285,0.000000
2.515000,-0.998193,-1.000000,-0.020623,0.000000
2.520000,-0.998297,-1.000000,-0.021200,0.000000
2.524999,-0.998406,-1.000000,-0.021979,0.000000
