time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
5.709769,-1.000476,-0.979228,0.003639,0.006067
5.714768,-1.000457,-0.979191,0.003812,0.006320
5.719768,-1.000437,-0.979165,0.003887,0.006410
5.724768,-1.000418,-0.979127,0.003487,0.006075
5.729767,-1.000403,-0.979104,0.003004,0.005606
5.734767,-1.000389,-0.979071,0.002505,0.005054
5.739767,-1.000378,-0.979051,0.002258,0.004616
5.744766,-1.000365,-0.979023,0.002795,0.005089
5.749766,-1.000350,-0.979002,0.002836,0.005147
5.754766,-1.000336,-0.978971,0.002859,0.005118
5.759765,-1.000321,-0.978951,0.002888,0.005186
5.764765,-1.000309,-0.978920,0.002258,0.004573
5.769764,-1.000299,-0.978902,0.001665,0.004222
5.774764,-1.000293,-0.978879,0.000926,0.003227
5.779764,-1.000290,-0.978867,0.000322,0.002706
5.784763,-1.000289,-0.978851,0.000052,0.002315
5.789763,-1.000289,-0.978842,0.000210,0.002461
5.794763,-1.000288,-0.978827,0.000169,0.002402
5.799762,-1.000287,-0.978817,0.000225,0.002472
5.804762,-1.000285,-0.978802,0.000433,0.002667
5.809762,-1.000283,-0.978792,0.000403,0.002540
5.814761,-1.000280,-0.978776,0.000738,0.002916
5.819761,-1.000273,-0.978764,0.001775,0.003684
5.824760,-1.000262,-0.978739,0.002658,0.004690
5.829760,-1.000246,-0.978720,0.003484,0.005491
5.834760,-1.000227,-0.978686,0.003896,0.005998
5.839759,-1.000207,-0.978662,0.004014,0.006034
5.844759,-1.000187,-0.978625,0.003979,0.006179
5.849759,-1.000168,-0.978600,0.003627,0.005840
5.854758,-1.000150,-0.978565,0.003567,0.005680
5.859758,-1.000132,-0.978543,0.003677,0.005761
5.864758,-1.000113,-0.978507,0.003805,0.006042
5.869757,-1.000094,-0.978483,0.003808,0.006018
5.874757,-1.000075,-0.978447,0.004009,0.006184
5.879756,-1.000055,-0.978422,0.003651,0.006012
5.884756,-1.000039,-0.978387,0.003010,0.005248
5.889756,-1.000025,-0.978366,0.002740,0.005135
5.894755,-1.000012,-0.978336,0.002402,0.004835
5.899755,-1.000002,-0.978317,0.001656,0.004233
5.904755,-0.999995,-0.978293,0.001125,0.003453
5.909754,-0.999990,-0.978280,0.000833,0.003290
5.914754,-0.999988,-0.978261,0.000245,0.002576
5.919754,-0.999987,-0.978252,0.000151,0.002483
5.924753,-0.999987,-0.978237,-0.000122,0.002132
5.929753,-0.999989,-0.978229,-0.000637,0.001692
5.934752,-0.999995,-0.978220,-0.001312,0.000914
5.939752,-1.000002,-0.978217,-0.001536,0.000561
5.944752,-1.000009,-0.978213,-0.001151,0.000982
5.949751,-1.000013,-0.978209,-0.000711,0.001277
5.954751,-1.000014,-0.978199,0.000128,0.002181
5.959751,-1.000012,-0.978190,0.000622,0.002652
5.964750,-1.000008,-0.978173,0.000813,0.002984
5.969750,-1.000005,-0.978162,0.000428,0.002651
5.974750,-1.000005,-0.978147,-0.000131,0.002046
5.979749,-1.000008,-0.978139,-0.000917,0.001495
5.984749,-1.000015,-0.978133,-0.001913,0.000292
5.989748,-1.000027,-0.978132,-0.002493,-0.000184
5.994748,-1.000040,-0.978134,-0.002757,-0.000565
5.999748,-1.000053,-0.978136,-0.002260,-0.000199
6.004747,-1.000063,-0.978136,-0.002014,0.000085
6.009747,-1.000072,-0.978136,-0.001636,0.000390
6.014747,-1.000081,-0.978133,-0.001870,0.000370
6.019746,-1.000091,-0.978132,-0.002408,0.000183
6.024746,-1.000108,-0.978134,-0.003855,-0.001498
6.029746,-1.000131,-0.978141,-0.005200,-0.002589
6.034745,-1.000162,-0.978160,-0.006703,-0.004273
6.039745,-1.000200,-0.978178,-0.008421,-0.005747
6.044744,-1.000247,-0.978216,-0.009767,-0.007354
6.049744,-1.000299,-0.978247,-0.010980,-0.008292
6.054744,-1.000357,-0.978299,-0.011909,-0.009561
6.059743,-1.000419,-0.978338,-0.012672,-0.010186
6.064743,-1.000484,-0.978400,-0.013102,-0.010746
6.069743,-1.000551,-0.978444,-0.013698,-0.011197
6.074742,-1.000620,-0.978512,-0.013901,-0.011538
6.079742,-1.000691,-0.978558,-0.014277,-0.011745
6.084742,-1.000764,-0.978629,-0.014941,-0.012296
6.089741,-1.000842,-0.978679,-0.016057,-0.012940
6.094741,-1.000927,-0.978760,-0.017867,-0.014809
6.099741,-1.001022,-0.978821,-0.019393,-0.016084
6.104740,-1.001121,-0.978919,-0.019877,-0.016629
6.109740,-1.001219,-0.978985,-0.019664,-0.016326
6.114739,-1.001315,-0.979081,-0.018949,-0.015340
6.119739,-1.001408,-0.979142,-0.018089,-0.014541
6.124739,-1.001495,-0.979226,-0.016964,-0.013076
6.129738,-1.001575,-0.979277,-0.015343,-0.011680
6.134738,-1.001646,-0.979342,-0.013313,-0.009059
6.139738,-1.001705,-0.979377,-0.010996,-0.006999
6.144737,-1.001754,-0.979413,-0.008967,-0.004385
6.149737,-1.001793,-0.979429,-0.007259,-0.002828
6.154737,-1.001826,-0.979442,-0.005959,-0.001010
6.159736,-1.001851,-0.979445,-0.004557,0.000358
6.164736,-1.001870,-0.979439,-0.003147,0.002247
6.169735,-1.001880,-0.979429,-0.001456,0.003602
6.174735,-1.001883,-0.979403,0.000138,0.005818
6.179735,-1.001877,-0.979378,0.001753,0.007225
6.184734,-1.001864,-0.979331,0.003113,0.009049
6.189734,-1.001845,-0.979294,0.004337,0.010129
6.194734,-1.001820,-0.979230,0.005465,0.011683
6.199733,-1.001788,-0.979182,0.006964,0.013047
6.204733,-1.001750,-0.979100,0.008272,0.014878
6.209733,-1.001705,-0.979039,0.009333,0.015952
6.214732,-1.001656,-0.978941,0.010215,0.017163
6.219732,-1.001603,-0.978872,0.010734,0.017740
6.224731,-1.001549,-0.978764,0.010891,0.018239
6.229731,-1.001495,-0.978691,0.010736,0.018318
6.234731,-1.001442,-0.978582,0.010267,0.018008
6.239730,-1.001391,-0.978510,0.010142,0.018043
6.244730,-1.001341,-0.978402,0.010003,0.018022
6.249730,-1.001290,-0.978330,0.010225,0.018276
6.254729,-1.001239,-0.978219,0.010216,0.018541
6.259729,-1.001189,-0.978145,0.010119,0.018638
6.264729,-1.001138,-0.978033,0.010018,0.018651
6.269728,-1.001087,-0.977958,0.010354,0.018941
6.274728,-1.001034,-0.977843,0.010746,0.019620
6.279727,-1.000979,-0.977764,0.011462,0.020208
6.284727,-1.000918,-0.977640,0.012582,0.021677
6.289727,-1.000852,-0.977552,0.013704,0.022781
6.294726,-1.000780,-0.977413,0.014762,0.024146
6.299726,-1.000704,-0.977316,0.015520,0.025031
6.304726,-1.000625,-0.977164,0.015745,0.025495
6.309725,-1.000546,-0.977062,0.016052,0.025823
6.314725,-1.000465,-0.976906,0.016184,0.026196
6.319725,-1.000383,-0.976801,0.016393,0.026561
6.324724,-1.000302,-0.976642,0.016057,0.026338
6.329724,-1.000224,-0.976537,0.015513,0.025958
6.334723,-1.000147,-0.976381,0.015268,0.025773
6.339723,-1.000071,-0.976278,0.015013,0.025605
6.344723,-0.999997,-0.976125,0.014819,0.025573
6.349722,-0.999923,-0.976022,0.014819,0.025674
6.354722,-0.999849,-0.975868,0.014664,0.025701
6.359722,-0.999775,-0.975765,0.014948,0.025940
6.364721,-0.999699,-0.975608,0.015385,0.026660
6.369721,-0.999621,-0.975501,0.015912,0.027074
6.374721,-0.999538,-0.975337,0.016916,0.028386
6.379720,-0.999451,-0.975222,0.017958,0.029282
6.384720,-0.999358,-0.975043,0.019025,0.030797
6.389719,-0.999261,-0.974919,0.019657,0.031495
6.394719,-0.999162,-0.974729,0.019769,0.031974
6.399719,-0.999063,-0.974601,0.019620,0.031976
6.404718,-0.998965,-0.974409,0.019781,0.032209
6.409718,-0.998865,-0.974280,0.019965,0.032543
6.414718,-0.998765,-0.974084,0.019908,0.032664
6.419717,-0.998666,-0.973953,0.019631,0.032621
6.424717,-0.998570,-0.973759,0.019163,0.032153
6.429717,-0.998475,-0.973630,0.018677,0.031846
6.434716,-0.998383,-0.973440,0.018294,0.031565
6.439716,-0.998292,-0.973314,0.018070,0.031515
6.444715,-0.998203,-0.973125,0.017684,0.031297
6.449715,-0.998117,-0.973000,0.016976,0.030826
6.454715,-0.998034,-0.972816,0.016448,0.030317
6.459714,-0.997953,-0.972696,0.016031,0.030075
6.464714,-0.997873,-0.972515,0.015859,0.030027
6.469714,-0.997795,-0.972395,0.015500,0.029878
6.474713,-0.997718,-0.972216,0.015129,0.029678
6.479713,-0.997644,-0.972098,0.014782,0.029518
6.484713,-0.997570,-0.971921,0.014574,0.029445
6.489712,-0.997498,-0.971803,0.014334,0.029372
6.494712,-0.997428,-0.971628,0.013679,0.028841
6.499712,-0.997362,-0.971513,0.013193,0.028561
6.504711,-0.997297,-0.971342,0.012674,0.028177
6.509711,-0.997236,-0.971229,0.011876,0.027676
6.514710,-0.997179,-0.971065,0.010919,0.026802
6.519710,-0.997128,-0.970959,0.009926,0.026098
6.524710,-0.997079,-0.970803,0.009825,0.025885
6.529709,-0.997029,-0.970699,0.010011,0.026187
6.534709,-0.996979,-0.970542,0.010021,0.026347
6.539709,-0.996929,-0.970436,0.009975,0.026483
6.544708,-0.996879,-0.970277,0.009958,0.026600
6.549708,-0.996830,-0.970171,0.009864,0.026535
6.554708,-0.996780,-0.970011,0.010052,0.026871
6.559707,-0.996729,-0.969903,0.010310,0.027169
6.564707,-0.996678,-0.969739,0.010133,0.027308
6.569706,-0.996629,-0.969630,0.009567,0.026976
6.574706,-0.996583,-0.969470,0.008729,0.026083
6.579706,-0.996542,-0.969366,0.007746,0.025452
6.584705,-0.996508,-0.969217,0.006275,0.023756
6.589705,-0.996481,-0.969123,0.004614,0.022478
6.594705,-0.996463,-0.968992,0.002958,0.020360
6.599704,-0.996453,-0.968912,0.001594,0.019177
6.604704,-0.996448,-0.968800,0.000368,0.017652
6.609704,-0.996451,-0.968731,-0.001051,0.016490
6.614703,-0.996460,-0.968635,-0.002374,0.014741
6.619703,-0.996476,-0.968577,-0.003720,0.013766
6.624702,-0.996500,-0.968499,-0.005575,0.011562
6.629702,-0.996534,-0.968454,-0.007600,0.009903
6.634702,-0.996578,-0.968400,-0.009823,0.007227
6.639701,-0.996634,-0.968373,-0.011948,0.005404
6.644701,-0.996699,-0.968345,-0.013704,0.003171
6.649701,-0.996773,-0.968334,-0.015494,0.001670
6.654700,-0.996855,-0.968327,-0.016924,-0.000176
6.659700,-0.996944,-0.968329,-0.018394,-0.001382
6.664700,-0.997039,-0.968341,-0.019477,-0.002854
6.669699,-0.997138,-0.968353,-0.019996,-0.003404
6.674699,-0.997241,-0.968375,-0.020703,-0.004152
6.679698,-0.997346,-0.968392,-0.021134,-0.004599
6.684698,-0.997452,-0.968420,-0.021543,-0.005050
6.689698,-0.997562,-0.968441,-0.022196,-0.005580
6.694697,-0.997675,-0.968476,-0.022923,-0.006495
6.699697,-0.997791,-0.968503,-0.023349,-0.006960
6.704697,-0.997909,-0.968545,-0.023492,-0.007179
6.709696,-0.998026,-0.968574,-0.023637,-0.007395
6.714696,-0.998145,-0.968618,-0.023982,-0.007597
6.719696,-0.998267,-0.968649,-0.024561,-0.007976
6.724695,-0.998391,-0.968699,-0.024950,-0.008705
6.729695,-0.998515,-0.968733,-0.024772,-0.008589
6.734694,-0.998639,-0.968785,-0.024575,-0.008421
6.739694,-0.998761,-0.968818,-0.024457,-0.008232
6.744694,-0.998884,-0.968868,-0.024423,-0.008264
6.749693,-0.999005,-0.968901,-0.024208,-0.008196
6.754693,-0.999124,-0.968948,-0.023244,-0.007105
6.759693,-0.999237,-0.968976,-0.022415,-0.006359
6.764692,-0.999348,-0.969012,-0.021933,-0.005688
6.769692,-0.999455,-0.969035,-0.021056,-0.005065
6.774692,-0.999557,-0.969062,-0.019934,-0.003670
6.779691,-0.999654,-0.969076,-0.019160,-0.003049
6.784691,-0.999748,-0.969092,-0.018352,-0.002071
6.789690,-0.999837,-0.969100,-0.017688,-0.001492
6.794690,-0.999924,-0.969108,-0.017178,-0.000767
6.799690,-1.000009,-0.969110,-0.016938,-0.000562
6.804689,-1.000094,-0.969114,-0.017120,-0.000547
6.809689,-1.000180,-0.969116,-0.017183,-0.000697
6.814689,-1.000265,-0.969120,-0.016735,-0.000345
6.819688,-1.000348,-0.969121,-0.016521,-0.000145
6.824688,-1.000431,-0.969122,-0.016830,-0.000451
6.829688,-1.000516,-0.969124,-0.016951,-0.000671
6.834687,-1.000600,-0.969128,-0.016592,-0.000316
6.839687,-1.000682,-0.969129,-0.016237,-0.000125
6.844687,-1.000761,-0.969128,-0.015459,0.000797
6.849686,-1.000836,-0.969124,-0.014810,0.001450
6.854686,-1.000908,-0.969114,-0.014118,0.002170
6.859685,-1.000975,-0.969104,-0.012964,0.003140
6.864685,-1.001037,-0.969083,-0.012056,0.004289
6.869685,-1.001095,-0.969065,-0.011482,0.004811
6.874684,-1.001151,-0.969035,-0.010960,0.005407
6.879684,-1.001205,-0.969013,-0.010662,0.005703
6.884684,-1.001257,-0.968978,-0.010123,0.006248
6.889683,-1.001306,-0.968953,-0.009780,0.006554
6.894683,-1.001354,-0.968913,-0.009322,0.006949
6.899683,-1.001400,-0.968885,-0.009102,0.007009
6.904682,-1.001444,-0.968842,-0.008615,0.007551
6.909682,-1.001485,-0.968811,-0.008054,0.008116
6.914681,-1.001525,-0.968762,-0.008006,0.008252
6.919681,-1.001565,-0.968729,-0.008034,0.008191
6.924681,-1.001606,-0.968680,-0.008078,0.008072
6.929680,-1.001646,-0.968648,-0.008015,0.008023
6.934680,-1.001684,-0.968599,-0.007316,0.008746
6.939680,-1.001721,-0.968564,-0.007379,0.008841
6.944679,-1.001758,-0.968511,-0.007530,0.008610
6.949679,-1.001795,-0.968477,-0.007500,0.008652
6.954679,-1.001832,-0.968424,-0.007152,0.008937
6.959678,-1.001866,-0.968388,-0.006327,0.009612
6.964678,-1.001895,-0.968328,-0.005593,0.010607
6.969677,-1.001922,-0.968285,-0.005298,0.010922
6.974677,-1.001948,-0.968219,-0.005140,0.011112
6.979677,-1.001973,-0.968175,-0.005162,0.011156
6.984676,-1.002000,-0.968108,-0.005392,0.010808
6.989676,-1.002027,-0.968065,-0.005649,0.010672
6.994676,-1.002057,-0.968002,-0.006016,0.010197
6.999675,-1.002088,-0.967962,-0.006357,0.009790
7.004675,-1.002119,-0.967903,-0.006064,0.009926
7.009675,-1.002147,-0.967863,-0.005318,0.010458
7.014674,-1.002171,-0.967799,-0.004500,0.011318
7.019674,-1.002191,-0.967753,-0.003551,0.012066
7.024673,-1.002206,-0.967678,-0.002747,0.013098
7.029673,-1.002219,-0.967625,-0.002456,0.013491
7.034673,-1.002231,-0.967544,-0.002464,0.013519
7.039672,-1.002244,-0.967490,-0.002861,0.013307
7.044672,-1.002260,-0.967412,-0.003257,0.012732
7.049672,-1.002276,-0.967361,-0.003174,0.012851
7.054671,-1.002290,-0.967283,-0.002582,0.013476
7.059671,-1.002302,-0.967229,-0.002194,0.013856
7.064671,-1.002312,-0.967145,-0.001683,0.014402
7.069670,-1.002318,-0.967086,-0.001027,0.015013
7.074670,-1.002322,-0.966995,-0.000735,0.015381
7.079669,-1.002325,-0.966934,-0.000607,0.015480
7.084669,-1.002327,-0.966841,-0.000163,0.015844
7.089669,-1.002325,-0.966776,0.000862,0.016652
7.094668,-1.002318,-0.966674,0.001502,0.017600
7.099668,-1.002309,-0.966603,0.001944,0.018004
7.104668,-1.002299,-0.966494,0.002150,0.018372
7.109667,-1.002289,-0.966421,0.001686,0.018210
7.114667,-1.002282,-0.966314,0.001267,0.017514
7.119667,-1.002278,-0.966244,0.000110,0.016738
7.124666,-1.002283,-0.966148,-0.001510,0.014728
7.129666,-1.002295,-0.966090,-0.002977,0.013491
7.134665,-1.002313,-0.966012,-0.004068,0.012027
7.139665,-1.002337,-0.965965,-0.005204,0.011152
7.144665,-1.002367,-0.965901,-0.006488,0.009637
7.149664,-1.002402,-0.965863,-0.007247,0.009043
7.154664,-1.002439,-0.965810,-0.007642,0.008534
7.159664,-1.002478,-0.965776,-0.007757,0.008425
7.164663,-1.002518,-0.965726,-0.008230,0.007999
7.169663,-1.002561,-0.965695,-0.008886,0.007530
7.174663,-1.002607,-0.965651,-0.009233,0.007020
7.179662,-1.002652,-0.965622,-0.009019,0.007316
7.184662,-1.002696,-0.965578,-0.008412,0.007994
7.189662,-1.002735,-0.965545,-0.007552,0.008798
7.194661,-1.002771,-0.965491,-0.007167,0.009467
7.199661,-1.002806,-0.965452,-0.006890,0.009723
7.204660,-1.002840,-0.965393,-0.006795,0.010049
7.209660,-1.002874,-0.965353,-0.006790,0.010199
7.214660,-1.002909,-0.965292,-0.006876,0.010273
7.219659,-1.002942,-0.965250,-0.006499,0.010570
7.224659,-1.002972,-0.965185,-0.005538,0.011633
7.229659,-1.002995,-0.965137,-0.004048,0.012837
7.234658,-1.003012,-0.965057,-0.002757,0.014555
7.239658,-1.003021,-0.964997,-0.001192,0.015806
7.244658,-1.003022,-0.964898,0.000547,0.018003
7.249657,-1.003014,-0.964825,0.002047,0.019219
7.254657,-1.003000,-0.964706,0.003508,0.021031
7.259656,-1.002978,-0.964621,0.004844,0.022083
7.264656,-1.002949,-0.964484,0.006438,0.024046
7.269656,-1.002913,-0.964387,0.007840,0.025294
7.274655,-1.002869,-0.964232,0.009655,0.027317
7.279655,-1.002815,-0.964121,0.011398,0.028664
7.284655,-1.002753,-0.963944,0.013071,0.030747
7.289654,-1.002682,-0.963820,0.014765,0.032120
7.294654,-1.002604,-0.963623,0.016205,0.033889
7.299654,-1.002519,-0.963487,0.017455,0.034818
7.304653,-1.002428,-0.963275,0.018838,0.036412
7.309653,-1.002330,-0.963128,0.020143,0.037346
7.314652,-1.002225,-0.962901,0.021404,0.038884
7.319652,-1.002115,-0.962745,0.022430,0.039693
7.324652,-1.002000,-0.962504,0.023336,0.040708
7.329651,-1.001881,-0.962341,0.024047,0.041271
7.334651,-1.001760,-0.962092,0.024376,0.041603
7.339651,-1.001637,-0.961926,0.024626,0.041838
7.344650,-1.001513,-0.961675,0.024791,0.041925
7.349650,-1.001389,-0.961507,0.025046,0.042086
7.354650,-1.001263,-0.961254,0.025323,0.042341
7.359649,-1.001135,-0.961084,0.025828,0.042578
7.364649,-1.001003,-0.960827,0.026441,0.043236
7.369648,-1.000869,-0.960654,0.027100,0.043642
7.374648,-1.000732,-0.960391,0.027788,0.044325
7.379648,-1.000590,-0.960213,0.028635,0.044940
7.384647,-1.000446,-0.959942,0.029138,0.045473
7.389647,-1.000299,-0.959760,0.029620,0.045910
7.394647,-1.000149,-0.959484,0.029949,0.046229
7.399646,-1.000000,-0.959299,0.029869,0.046112
7.404646,-0.999851,-0.959023,0.029648,0.045656
7.409646,-0.999703,-0.958841,0.029568,0.045362
7.414645,-0.999556,-0.958569,0.029556,0.045208
7.419645,-0.999408,-0.958388,0.029609,0.045098
7.424644,-0.999259,-0.958117,0.030027,0.045485
7.429644,-0.999109,-0.957935,0.029929,0.045381
7.434644,-0.998959,-0.957663,0.029776,0.045004
7.439643,-0.998810,-0.957484,0.029842,0.045002
7.444643,-0.998662,-0.957214,0.029645,0.044540
7.449643,-0.998514,-0.957036,0.029431,0.044347
7.454642,-0.998369,-0.956772,0.028822,0.043542
7.459642,-0.998227,-0.956598,0.027849,0.042659
7.464642,-0.998091,-0.956345,0.026732,0.041208
7.469641,-0.997961,-0.956181,0.025638,0.040189
7.474641,-0.997836,-0.955943,0.024438,0.038604
7.479640,-0.997718,-0.955789,0.023277,0.037603
7.484640,-0.997604,-0.955567,0.022242,0.036020
7.489640,-0.997496,-0.955424,0.021156,0.035161
7.494639,-0.997394,-0.955217,0.019925,0.033373
7.499639,-0.997298,-0.955084,0.018666,0.032352
7.504639,-0.997210,-0.954895,0.016852,0.030038
7.509638,-0.997132,-0.954776,0.015053,0.028337
7.514638,-0.997061,-0.954610,0.013485,0.026168
7.519638,-0.996998,-0.954507,0.011845,0.024636
7.524637,-0.996943,-0.954363,0.010402,0.022623
7.529637,-0.996896,-0.954274,0.008868,0.021278
7.534636,-0.996856,-0.954151,0.007355,0.019194
7.539636,-0.996823,-0.954075,0.006154,0.018009
7.544636,-0.996795,-0.953970,0.005389,0.016791
7.549635,-0.996769,-0.953903,0.005047,0.016344
7.554635,-0.996745,-0.953806,0.004676,0.015795
7.559635,-0.996724,-0.953744,0.003778,0.014934
7.564634,-0.996708,-0.953657,0.002573,0.013369
7.569634,-0.996699,-0.953604,0.001190,0.012193
7.574634,-0.996698,-0.953535,-0.000146,0.010332
7.579633,-0.996702,-0.953495,-0.001148,0.009433
7.584633,-0.996711,-0.953441,-0.002183,0.008023
7.589633,-0.996723,-0.953410,-0.002654,0.007487
7.594632,-0.996736,-0.953366,-0.002587,0.007291
7.599632,-0.996750,-0.953337,-0.002934,0.006992
7.604631,-0.996767,-0.953296,-0.003667,0.006082
7.609631,-0.996788,-0.953273,-0.004659,0.005244
7.614631,-0.996814,-0.953244,-0.005566,0.003927
7.619630,-0.996844,-0.953229,-0.006488,0.003085
7.624630,-0.996881,-0.953214,-0.007710,0.001501
7.629630,-0.996922,-0.953209,-0.008838,0.000621
7.634629,-0.996972,-0.953209,-0.010617,-0.001444
7.639629,-0.997029,-0.953216,-0.012068,-0.002736
7.644629,-0.997093,-0.953236,-0.013058,-0.004193
7.649628,-0.997161,-0.953254,-0.013871,-0.004954
7.654628,-0.997231,-0.953285,-0.014387,-0.005725
7.659627,-0.997304,-0.953308,-0.014603,-0.006089
7.664627,-0.997377,-0.953345,-0.014455,-0.006074
7.669627,-0.997449,-0.953369,-0.014415,-0.006213
7.674626,-0.997521,-0.953406,-0.014257,-0.006093
7.679626,-0.997592,-0.953431,-0.014325,-0.006142
7.684626,-0.997663,-0.953468,-0.014221,-0.006226
7.689625,-0.997735,-0.953493,-0.014391,-0.006450
7.694625,-0.997807,-0.953532,-0.014530,-0.006618
7.699625,-0.997881,-0.953559,-0.015059,-0.007067
7.704624,-0.997957,-0.953602,-0.015174,-0.007475
7.709624,-0.998032,-0.953632,-0.014893,-0.007287
7.714623,-0.998106,-0.953675,-0.014687,-0.007000
7.719623,-0.998180,-0.953703,-0.014912,-0.007275
7.724623,-0.998254,-0.953747,-0.014771,-0.007202
7.729622,-0.998328,-0.953776,-0.014559,-0.007152
7.734622,-0.998400,-0.953818,-0.014416,-0.006950
7.739622,-0.998473,-0.953846,-0.014706,-0.007150
7.744621,-0.998548,-0.953890,-0.015221,-0.007785
7.749621,-0.998625,-0.953922,-0.015752,-0.008251
7.754621,-0.998706,-0.953973,-0.016528,-0.009202
7.759620,-0.998792,-0.954011,-0.017494,-0.009999
7.764620,-0.998881,-0.954073,-0.018045,-0.010859
7.769619,-0.998972,-0.954116,-0.018118,-0.011079
7.774619,-0.999062,-0.954183,-0.018026,-0.010987
7.779619,-0.999153,-0.954227,-0.018437,-0.011288
7.784618,-0.999247,-0.954296,-0.018813,-0.011742
7.789618,-0.999341,-0.954343,-0.018857,-0.011911
7.794618,-0.999433,-0.954414,-0.018139,-0.011288
7.799617,-0.999522,-0.954458,-0.017364,-0.010726
7.804617,-0.999606,-0.954522,-0.016629,-0.009977
7.809617,-0.999687,-0.954561,-0.015951,-0.009252
7.814616,-0.999766,-0.954616,-0.015512,-0.008839
7.819616,-0.999841,-0.954651,-0.014625,-0.008119
7.824615,-0.999912,-0.954698,-0.013922,-0.007313
7.829615,-0.999979,-0.954726,-0.013422,-0.006877
7.834615,-1.000046,-0.954767,-0.013035,-0.006516
7.839614,-1.000109,-0.954793,-0.012488,-0.006188
7.844614,-1.000170,-0.954829,-0.011940,-0.005456
7.849614,-1.000227,-0.954850,-0.011013,-0.004725
7.854613,-1.000280,-0.954877,-0.010535,-0.004082
7.859613,-1.000332,-0.954892,-0.010131,-0.003760
7.864613,-1.000381,-0.954914,-0.009810,-0.003313
7.869612,-1.000430,-0.954927,-0.009782,-0.003267
7.874612,-1.000479,-0.954947,-0.009779,-0.003430
7.879611,-1.000528,-0.954961,-0.009913,-0.003651
7.884611,-1.000579,-0.954983,-0.010158,-0.003894
7.889611,-1.000630,-0.954999,-0.010581,-0.004181
7.894610,-1.000685,-0.955025,-0.010939,-0.004612
7.899610,-1.000740,-0.955044,-0.011439,-0.004851
7.904610,-1.000799,-0.955075,-0.011988,-0.005687
7.909609,-1.000860,-0.955098,-0.012338,-0.006035
7.914609,-1.000923,-0.955135,-0.012566,-0.006252
7.919609,-1.000985,-0.955160,-0.012265,-0.006059
7.924608,-1.001046,-0.955195,-0.012188,-0.005826
7.929608,-1.001106,-0.955219,-0.011921,-0.005837
7.934608,-1.001164,-0.955252,-0.011257,-0.005014
7.939607,-1.001217,-0.955271,-0.010145,-0.004283
7.944607,-1.001263,-0.955293,-0.008563,-0.002417
7.949606,-1.001302,-0.955302,-0.007474,-0.001416
7.954606,-1.001338,-0.955309,-0.006853,-0.000721
7.959606,-1.001369,-0.955311,-0.005745,0.000104
7.964605,-1.001395,-0.955308,-0.004871,0.001208
7.969605,-1.001415,-0.955302,-0.003721,0.002221
7.974605,-1.001432,-0.955287,-0.002909,0.003241
7.979604,-1.001444,-0.955273,-0.002012,0.003843
7.984604,-1.001451,-0.955248,-0.001283,0.004773
7.989604,-1.001456,-0.955229,-0.000677,0.005313
7.994603,-1.001458,-0.955196,-0.000200,0.005802
7.999603,-1.001457,-0.955172,0.000456,0.006282
8.004604,-1.001453,-0.955133,0.000869,0.006894
8.009606,-1.001449,-0.955105,0.000694,0.006889
8.014608,-1.001447,-0.955065,0.000016,0.006271
8.019610,-1.001452,-0.955041,-0.001734,0.005088
8.024612,-1.001468,-0.955016,-0.004192,0.002104
8.029614,-1.001497,-0.955010,-0.006943,-0.000121
8.034616,-1.001539,-0.955017,-0.009120,-0.002906
8.039618,-1.001589,-0.955030,-0.010479,-0.004167
8.044621,-1.001644,-0.955057,-0.011444,-0.005318
8.049623,-1.001704,-0.955079,-0.012396,-0.006026
8.054625,-1.001768,-0.955117,-0.012793,-0.006645
8.059627,-1.001831,-0.955143,-0.012623,-0.006490
8.064629,-1.001894,-0.955182,-0.012764,-0.006393
8.069631,-1.001959,-0.955208,-0.013199,-0.006706
8.074633,-1.002026,-0.955249,-0.013615,-0.007185
8.079635,-1.002095,-0.955278,-0.013900,-0.007324
8.084637,-1.002167,-0.955323,-0.014702,-0.007855
8.089639,-1.002243,-0.955355,-0.015627,-0.008398
8.094641,-1.002325,-0.955407,-0.016955,-0.009662
8.099643,-1.002412,-0.955447,-0.017660,-0.010059
8.104645,-1.002502,-0.955508,-0.018302,-0.010537
8.109647,-1.002595,-0.955550,-0.018696,-0.010650
8.114649,-1.002688,-0.955614,-0.018298,-0.010062
8.119651,-1.002777,-0.955653,-0.017297,-0.009160
8.124653,-1.002858,-0.955704,-0.015648,-0.006864
8.129655,-1.002932,-0.955730,-0.013967,-0.005398
8.134657,-1.002996,-0.955757,-0.012117,-0.002825
8.139659,-1.003051,-0.955767,-0.010180,-0.001126
8.144661,-1.003095,-0.955768,-0.008066,0.001679
8.149663,-1.003129,-0.955759,-0.006079,0.003494
8.154665,-1.003154,-0.955733,-0.004364,0.005875
8.159667,-1.003173,-0.955709,-0.003105,0.006998
8.164669,-1.003184,-0.955663,-0.001769,0.008917
8.169671,-1.003188,-0.955626,-0.000373,0.010292
8.174673,-1.003185,-0.955560,0.001257,0.012503
8.179675,-1.003174,-0.955509,0.002763,0.014007
8.184677,-1.003157,-0.955421,0.004180,0.015931
8.189679,-1.003131,-0.955356,0.005979,0.017396
8.194681,-1.003095,-0.955245,0.007995,0.020326
8.199683,-1.003050,-0.955163,0.009497,0.021751
8.204685,-1.002999,-0.955028,0.010540,0.023487
