time, Quad.Est.E.Pos, Quad.Est.S.Z
4.444860,0.064090,0.375096
4.449860,0.063624,0.375205
4.454860,0.062897,0.375369
4.459859,0.062330,0.375479
4.464859,0.061573,0.375644
4.469859,0.061068,0.375755
4.474858,0.060313,0.375922
4.479858,0.059900,0.376033
4.484858,0.059175,0.376202
4.489857,0.058953,0.376314
4.494857,0.058296,0.376484
4.499856,0.058077,0.376597
4.504856,0.056517,0.375563
4.509856,0.056147,0.375668
4.514855,0.055592,0.375826
4.519855,0.055245,0.375931
4.524855,0.054725,0.376091
4.529854,0.054391,0.376197
4.534854,0.053908,0.376358
4.539854,0.053599,0.376465
4.544853,0.053147,0.376627
4.549853,0.052855,0.376736
4.554852,0.052443,0.376899
4.559852,0.052185,0.377008
4.564852,0.051801,0.377173
4.569851,0.051506,0.377283
4.574851,0.051138,0.377450
4.579851,0.050881,0.377561
4.584850,0.050540,0.377728
4.589850,0.050284,0.377840
4.594850,0.049981,0.378009
4.599849,0.049812,0.378123
4.604849,0.063692,0.377092
4.609848,0.063622,0.377197
4.614848,0.063564,0.377354
4.619848,0.063547,0.377459
4.624847,0.063483,0.377618
4.629847,0.063430,0.377724
