time, Quad.Est.E.Yaw, Quad.Est.E.Pitch, Quad.Est.E.Roll, Quad.Est.E.MaxEuler
3.099958,0.022398,0.000091,0.000943,0.022398
3.104957,0.022508,0.000032,0.000922,0.022508
3.109957,0.022583,-0.000003,0.000905,0.022583
3.114957,0.022695,-0.000067,0.000879,0.022695
3.119956,0.022768,-0.000116,0.000882,0.022768
3.124956,0.022876,-0.000174,0.000911,0.022876
3.129956,0.022947,-0.000213,0.000937,0.022947
3.134955,0.023053,-0.000240,0.001010,0.023053
3.139955,0.023123,-0.000238,0.001057,0.023123
3.144954,0.023226,-0.000248,0.001119,0.023226
3.149954,0.023295,-0.000260,0.001143,0.023295
3.154954,0.023400,-0.000247,0.001150,0.023400
3.159953,0.023469,-0.000238,0.001145,0.023469
3.164953,0.023569,-0.000220,0.001117,0.023569
3.169953,0.023635,-0.000209,0.001106,0.023635
3.174952,0.023732,-0.000204,0.001088,0.023732
3.179952,0.023796,-0.000211,0.001077,0.023796
3.184952,0.023892,-0.000233,0.001058,0.023892
3.189951,0.023955,-0.000252,0.001028,0.023955
3.194951,0.024049,-0.000285,0.000952,0.024049
3.199950,0.024112,-0.000330,0.000904,0.024112
3.204950,0.024204,-0.000396,0.000854,0.024204
3.209950,0.024265,-0.000441,0.000817,0.024265
3.214949,0.024349,-0.000480,0.000799,0.024349
3.219949,0.024402,-0.000504,0.000790,0.024402
3.224949,0.024473,-0.000569,0.000766,0.024473
3.229948,0.024515,-0.000602,0.000758,0.024515
3.234948,0.024570,-0.000668,0.000749,0.024570
3.239948,0.024602,-0.000707,0.000735,0.024602
3.244947,0.024642,-0.000769,0.000709,0.024642
3.249947,0.024664,-0.000794,0.000710,0.024664
3.254946,0.024691,-0.000836,0.000708,0.024691
3.259946,0.024705,-0.000847,0.000717,0.024705
3.264946,0.024721,-0.000843,0.000730,0.024721
3.269945,0.024729,-0.000845,0.000725,0.024729
3.274945,0.024735,-0.000867,0.000712,0.024735
3.279945,0.024735,-0.000878,0.000708,0.024735
3.284944,0.024732,-0.000886,0.000724,0.024732
3.289944,0.024729,-0.000873,0.000720,0.024729
3.294944,0.024719,-0.000865,0.000713,0.024719
3.299943,0.024711,-0.000858,0.000710,0.024711
3.304943,0.024695,-0.000858,0.000680,0.024695
3.309942,0.024683,-0.000864,0.000652,0.024683
3.314942,0.024662,-0.000900,0.000600,0.024662
3.319942,0.024647,-0.000900,0.000569,0.024647
3.324941,0.024621,-0.000903,0.000495,0.024621
3.329941,0.024602,-0.000905,0.000443,0.024602
3.334941,0.024572,-0.000917,0.000387,0.024572
3.339940,0.024551,-0.000942,0.000354,0.024551
3.344940,0.024518,-0.000962,0.000329,0.024518
3.349940,0.024496,-0.000954,0.000323,0.024496
3.354939,0.024462,-0.000946,0.000305,0.024462
3.359939,0.024438,-0.000965,0.000309,0.024438
3.364938,0.024402,-0.001004,0.000298,0.024402
3.369938,0.024379,-0.001027,0.000280,0.024379
3.374938,0.024342,-0.001055,0.000246,0.024342
3.379937,0.024318,-0.001061,0.000229,0.024318
3.384937,0.024279,-0.001055,0.000197,0.024279
3.389937,0.024253,-0.001033,0.000176,0.024253
3.394936,0.024212,-0.001020,0.000146,0.024212
3.399936,0.024186,-0.001015,0.000123,0.024186
3.404936,0.024150,-0.000990,0.000078,0.024150
3.409935,0.024126,-0.000975,0.000025,0.024126
3.414935,0.024089,-0.000994,-0.000052,0.024089
3.419935,0.024064,-0.001027,-0.000095,0.024064
3.424934,0.024027,-0.001051,-0.000152,0.024027
3.429934,0.024004,-0.001053,-0.000186,0.024004
3.434933,0.023968,-0.001054,-0.000221,0.023968
3.439933,0.023945,-0.001044,-0.000224,0.023945
3.444933,0.023911,-0.001021,-0.000221,0.023911
3.449932,0.023890,-0.001005,-0.000232,0.023890
3.454932,0.023858,-0.000977,-0.000240,0.023858
3.459932,0.023836,-0.000961,-0.000236,0.023836
3.464931,0.023804,-0.000964,-0.000235,0.023804
3.469931,0.023783,-0.000973,-0.000218,0.023783
3.474931,0.023751,-0.000973,-0.000202,0.023751
3.479930,0.023731,-0.000972,-0.000213,0.023731
3.484930,0.023700,-0.000979,-0.000237,0.023700
3.489929,0.023680,-0.000986,-0.000276,0.023680
3.494929,0.023650,-0.001009,-0.000317,0.023650
3.499929,0.023630,-0.001004,-0.000358,0.023630
3.504928,0.023602,-0.001001,-0.000376,0.023602
3.509928,0.023584,-0.001005,-0.000363,0.023584
3.514928,0.023558,-0.001015,-0.000332,0.023558
3.519927,0.023541,-0.001019,-0.000318,0.023541
3.524927,0.023514,-0.001013,-0.000334,0.023514
3.529927,0.023496,-0.000991,-0.000355,0.023496
3.534926,0.023469,-0.000934,-0.000386,0.023469
3.539926,0.023451,-0.000898,-0.000421,0.023451
3.544925,0.023425,-0.000846,-0.000490,0.023425
3.549925,0.023408,-0.000794,-0.000545,0.023408
3.554925,0.023385,-0.000746,-0.000602,0.023385
3.559924,0.023369,-0.000732,-0.000629,0.023369
3.564924,0.023345,-0.000710,-0.000683,0.023345
3.569924,0.023329,-0.000691,-0.000716,0.023329
3.574923,0.023305,-0.000677,-0.000753,0.023305
3.579923,0.023289,-0.000676,-0.000770,0.023289
3.584923,0.023265,-0.000664,-0.000787,0.023265
3.589922,0.023250,-0.000661,-0.000785,0.023250
3.594922,0.023228,-0.000657,-0.000784,0.023228
3.599921,0.023215,-0.000650,-0.000782,0.023215
3.604921,0.023195,-0.000654,-0.000792,0.023195
3.609921,0.023181,-0.000656,-0.000788,0.023181
3.614920,0.023162,-0.000664,-0.000804,0.023162
3.619920,0.023150,-0.000670,-0.000818,0.023150
3.624920,0.023134,-0.000678,-0.000807,0.023134
3.629919,0.023126,-0.000676,-0.000802,0.023126
3.634919,0.023117,-0.000661,-0.000806,0.023117
3.639919,0.023113,-0.000639,-0.000824,0.023113
3.644918,0.023108,-0.000594,-0.000826,0.023108
3.649918,0.023106,-0.000556,-0.000829,0.023106
3.654917,0.023104,-0.000530,-0.000832,0.023104
3.659917,0.023103,-0.000522,-0.000841,0.023103
3.664917,0.023105,-0.000498,-0.000852,0.023105
3.669916,0.023106,-0.000471,-0.000856,0.023106
3.674916,0.023109,-0.000460,-0.000855,0.023109
3.679916,0.023112,-0.000435,-0.000882,0.023112
3.684915,0.023118,-0.000391,-0.000911,0.023118
3.689915,0.023123,-0.000365,-0.000925,0.023123
3.694915,0.023134,-0.000329,-0.000958,0.023134
3.699914,0.023142,-0.000294,-0.000973,0.023142
3.704914,0.023155,-0.000231,-0.001000,0.023155
3.709913,0.023163,-0.000192,-0.001017,0.023163
3.714913,0.023177,-0.000165,-0.001038,0.023177
3.719913,0.023187,-0.000147,-0.001052,0.023187
3.724912,0.023200,-0.000109,-0.001057,0.023200
3.729912,0.023208,-0.000088,-0.001075,0.023208
3.734912,0.023222,-0.000060,-0.001119,0.023222
3.739911,0.023232,-0.000037,-0.001139,0.023232
3.744911,0.023246,-0.000011,-0.001159,0.023246
3.749911,0.023256,0.000000,-0.001161,0.023256
3.754910,0.023273,0.000009,-0.001150,0.023273
3.759910,0.023285,0.000006,-0.001142,0.023285
3.764910,0.023304,0.000022,-0.001118,0.023304
3.769909,0.023315,0.000032,-0.001111,0.023315
3.774909,0.023332,0.000062,-0.001086,0.023332
3.779908,0.023344,0.000094,-0.001065,0.023344
3.784908,0.023362,0.000152,-0.001029,0.023362
3.789908,0.023374,0.000195,-0.001009,0.023374
3.794907,0.023390,0.000249,-0.000991,0.023390
3.799907,0.023402,0.000256,-0.000962,0.023402
3.804907,0.023421,0.000250,-0.000917,0.023421
3.809906,0.023432,0.000244,-0.000894,0.023432
3.814906,0.023450,0.000243,-0.000888,0.023450
3.819906,0.023461,0.000258,-0.000887,0.023461
3.824905,0.023481,0.000263,-0.000901,0.023481
3.829905,0.023492,0.000272,-0.000901,0.023492
3.834904,0.023510,0.000292,-0.000906,0.023510
3.839904,0.023522,0.000293,-0.000918,0.023522
3.844904,0.023540,0.000338,-0.000937,0.023540
3.849903,0.023550,0.000361,-0.000938,0.023550
3.854903,0.023566,0.000386,-0.000938,0.023566
3.859903,0.023577,0.000420,-0.000914,0.023577
3.864902,0.023592,0.000474,-0.000871,0.023592
3.869902,0.023602,0.000512,-0.000852,0.023602
3.874902,0.023617,0.000555,-0.000832,0.023617
3.879901,0.023626,0.000569,-0.000829,0.023626
3.884901,0.023642,0.000562,-0.000831,0.023642
3.889900,0.023651,0.000529,-0.000839,0.023651
3.894900,0.023664,0.000491,-0.000825,0.023664
3.899900,0.023673,0.000465,-0.000813,0.023673
3.904899,0.023688,0.000427,-0.000818,0.023688
3.909899,0.023696,0.000411,-0.000815,0.023696
3.914899,0.023704,0.000424,-0.000783,0.023704
3.919898,0.023705,0.000455,-0.000759,0.023705
3.924898,0.023699,0.000502,-0.000735,0.023699
3.929898,0.023690,0.000533,-0.000719,0.023690
3.934897,0.023668,0.000603,-0.000700,0.023668
3.939897,0.023648,0.000671,-0.000677,0.023648
3.944896,0.023610,0.000767,-0.000640,0.023610
3.949896,0.023578,0.000815,-0.000625,0.023578
3.954896,0.023524,0.000894,-0.000608,0.023524
3.959895,0.023484,0.000920,-0.000596,0.023484
3.964895,0.023417,0.000933,-0.000592,0.023417
3.969895,0.023369,0.000936,-0.000603,0.023369
3.974894,0.023291,0.000919,-0.000618,0.023291
3.979894,0.023237,0.000925,-0.000612,0.023237
3.984894,0.023152,0.000906,-0.000600,0.023152
3.989893,0.023093,0.000883,-0.000577,0.023093
3.994893,0.023002,0.000880,-0.000534,0.023002
3.999892,0.022938,0.000878,-0.000498,0.022938
4.004892,0.022841,0.000887,-0.000433,0.022841
