time, Quad.Est.E.Yaw, Quad.Est.S.Yaw
4.464859,0.005966,0.054283
4.469859,0.005733,0.054286
4.474858,0.004638,0.054292
4.479858,0.005754,0.054296
4.484858,0.006410,0.054301
4.489857,0.006565,0.054305
4.494857,0.006863,0.054310
4.499856,0.007413,0.054314
4.504856,0.010308,0.054319
4.509856,0.012946,0.054323
4.514855,0.013825,0.054329
4.519855,0.013306,0.054332
4.524855,0.014416,0.054338
4.529854,0.013006,0.054342
4.534854,0.013646,0.054347
4.539854,0.013885,0.054351
4.544853,0.015591,0.054356
4.549853,0.016196,0.054360
4.554852,0.018935,0.054365
4.559852,0.020346,0.054369
4.564852,0.019110,0.054375
4.569851,0.022713,0.054378
4.574851,0.024298,0.054384
4.579851,0.027586,0.054388
4.584850,0.028514,0.054393
4.589850,0.028042,0.054397
4.594850,0.031216,0.054402
4.599849,0.030287,0.054406
4.604849,0.032384,0.054411
4.609848,0.028816,0.054415
4.614848,0.029794,0.054421
4.619848,0.031241,0.054424
4.624847,0.032299,0.054430
4.629847,0.034801,0.054433
4.634847,0.034761,0.054439
4.639846,0.034438,0.054443
4.644846,0.035176,0.054448
4.649846,0.035675,0.054452
4.654845,0.034226,0.054457
4.659845,0.033749,0.054461
4.664845,0.033339,0.054467
4.669844,0.033772,0.054470
4.674844,0.031737,0.054476
4.679843,0.034316,0.054479
4.684843,0.034296,0.054485
4.689843,0.032459,0.054489
4.694842,0.034194,0.054494
4.699842,0.036874,0.054498
4.704842,0.037287,0.054503
4.709841,0.038165,0.054507
4.714841,0.037069,0.054512
4.719841,0.036703,0.054516
4.724840,0.039127,0.054522
4.729840,0.038395,0.054525
4.734839,0.039184,0.054531
4.739839,0.039395,0.054534
4.744839,0.037315,0.054540
4.749838,0.038237,0.054544
4.754838,0.038612,0.054549
4.759838,0.040528,0.054553
4.764837,0.041610,0.054558
4.769837,0.044107,0.054562
4.774837,0.043217,0.054567
4.779836,0.043137,0.054571
4.784836,0.045585,0.054577
4.789835,0.045808,0.054580
4.794835,0.046950,0.054586
4.799835,0.044949,0.054589
4.804834,0.045510,0.054595
4.809834,0.047100,0.054599
4.814834,0.049096,0.054604
4.819833,0.049277,0.054608
4.824833,0.050472,0.054613
4.829833,0.048297,0.054617
4.834832,0.044303,0.054622
4.839832,0.046669,0.054626
4.844831,0.049526,0.054632
4.849831,0.048893,0.054635
4.854831,0.049150,0.054641
4.859830,0.048648,0.054644
4.864830,0.045659,0.054650
4.869830,0.043835,0.054653
4.874829,0.045194,0.054659
4.879829,0.045343,0.054663
4.884829,0.046378,0.054668
4.889828,0.043916,0.054672
4.894828,0.047966,0.054677
4.899827,0.049513,0.054681
4.904827,0.049131,0.054686
4.909827,0.047391,0.054690
4.914826,0.048321,0.054696
4.919826,0.048138,0.054699
4.924826,0.050693,0.054705
4.929825,0.048366,0.054708
4.934825,0.049590,0.054714
4.939825,0.049920,0.054717
4.944824,0.048112,0.054723
4.949824,0.049449,0.054727
4.954823,0.049410,0.054732
4.959823,0.051334,0.054736
4.964823,0.054123,0.054741
4.969822,0.052810,0.054745
4.974822,0.052881,0.054750
4.979822,0.052578,0.054754
4.984821,0.054615,0.054760
4.989821,0.053262,0.054763
4.994821,0.054491,0.054769
4.999820,0.053965,0.054772
5.004820,0.054415,0.054778
5.009820,0.053957,0.054781
5.014819,0.054527,0.054787
5.019819,0.053954,0.054791
5.024818,0.055353,0.054796
5.029818,0.056523,0.054800
5.034818,0.056901,0.054805
5.039817,0.057975,0.054809
5.044817,0.058188,0.054814
5.049817,0.060559,0.054818
5.054816,0.063616,0.054823
5.059816,0.063280,0.054827
5.064816,0.063807,0.054833
5.069815,0.067895,0.054836
5.074815,0.071430,0.054842
5.079814,0.073525,0.054845
5.084814,0.075979,0.054851
5.089814,0.078202,0.054854
5.094813,0.078906,0.054860
5.099813,0.083399,0.054864
5.104813,0.089998,0.054869
5.109812,0.094214,0.054873
5.114812,0.094980,0.054878
5.119812,0.097732,0.054882
5.124811,0.100920,0.054887
5.129811,0.103080,0.054891
5.134810,0.104293,0.054896
5.139810,0.107320,0.054900
5.144810,0.113468,0.054905
5.149809,0.115550,0.054909
5.154809,0.116361,0.054915
5.159809,0.118369,0.054918
5.164808,0.122095,0.054924
5.169808,0.123982,0.054927
5.174808,0.128505,0.054933
5.179807,0.133179,0.054936
5.184807,0.132925,0.054942
5.189806,0.136439,0.054945
5.194806,0.139055,0.054951
5.199806,0.140172,0.054955
5.204805,0.145336,0.054960
5.209805,0.148608,0.054964
5.214805,0.148550,0.054969
5.219804,0.149303,0.054973
5.224804,0.150498,0.054978
5.229804,0.150921,0.054982
5.234803,0.154635,0.054987
5.239803,0.155590,0.054991
5.244802,0.155807,0.054996
5.249802,0.156293,0.055000
5.254802,0.155322,0.055005
5.259801,0.156009,0.055009
5.264801,0.154362,0.055015
5.269801,0.153168,0.055018
5.274800,0.152612,0.055024
5.279800,0.153925,0.055027
5.284800,0.152274,0.055033
5.289799,0.151420,0.055036
5.294799,0.152069,0.055042
5.299798,0.150895,0.055045
5.304798,0.148423,0.055051
5.309798,0.148201,0.055055
5.314797,0.145903,0.055060
5.319797,0.143085,0.055064
5.324797,0.140080,0.055069
5.329796,0.140433,0.055073
5.334796,0.136552,0.055078
5.339796,0.132664,0.055082
5.344795,0.133285,0.055087
5.349795,0.131570,0.055091
5.354795,0.128177,0.055096
5.359794,0.126672,0.055100
5.364794,0.126857,0.055105
5.369793,0.123600,0.055109
5.374793,0.121125,0.055114
5.379793,0.120113,0.055118
5.384792,0.120190,0.055124
5.389792,0.118749,0.055127
5.394792,0.117018,0.055133
5.399791,0.117104,0.055136
5.404791,0.115081,0.055142
5.409791,0.115359,0.055145
5.414790,0.115469,0.055151
5.419790,0.114428,0.055154
5.424789,0.111153,0.055160
5.429789,0.106685,0.055163
5.434789,0.106003,0.055169
5.439788,0.104008,0.055172
5.444788,0.103585,0.055178
5.449788,0.102805,0.055182
5.454787,0.099643,0.055187
5.459787,0.100356,0.055191
5.464787,0.098913,0.055196
5.469786,0.096649,0.055200
5.474786,0.095717,0.055205
5.479785,0.095125,0.055209
5.484785,0.093595,0.055214
5.489785,0.090764,0.055218
5.494784,0.088636,0.055223
5.499784,0.086563,0.055227
5.504784,0.085248,0.055232
5.509783,0.081569,0.055236
5.514783,0.078189,0.055241
5.519783,0.077863,0.055245
5.524782,0.076035,0.055250
5.529782,0.075202,0.055254
5.534781,0.071127,0.055259
5.539781,0.072283,0.055263
5.544781,0.070437,0.055268
5.549780,0.070093,0.055272
5.554780,0.066909,0.055278
5.559780,0.064055,0.055281
5.564779,0.062922,0.055287
5.569779,0.063349,0.055290
5.574779,0.062074,0.055296
5.579778,0.065580,0.055299
5.584778,0.063842,0.055305
5.589777,0.060174,0.055308
5.594777,0.061677,0.055314
5.599777,0.059934,0.055317
5.604776,0.062356,0.055323
5.609776,0.061211,0.055326
5.614776,0.059329,0.055332
5.619775,0.057381,0.055335
5.624775,0.055554,0.055341
5.629775,0.052988,0.055344
5.634774,0.054101,0.055350
5.639774,0.054123,0.055353
5.644773,0.051345,0.055359
5.649773,0.051005,0.055362
5.654773,0.049377,0.055368
5.659772,0.048887,0.055372
5.664772,0.049321,0.055377
5.669772,0.051270,0.055381
5.674771,0.048663,0.055386
5.679771,0.046699,0.055390
5.684771,0.045406,0.055395
5.689770,0.043792,0.055399
5.694770,0.042765,0.055404
5.699769,0.043556,0.055408
5.704769,0.043138,0.055413
5.709769,0.042720,0.055417
5.714768,0.045042,0.055422
5.719768,0.042566,0.055426
5.724768,0.041739,0.055431
5.729767,0.039447,0.055435
5.734767,0.039780,0.055440
5.739767,0.038592,0.055444
5.744766,0.037010,0.055449
5.749766,0.035697,0.055453
5.754766,0.033980,0.055458
5.759765,0.032304,0.055462
5.764765,0.032236,0.055467
5.769764,0.031357,0.055471
5.774764,0.029248,0.055476
5.779764,0.028360,0.055480
5.784763,0.028397,0.055485
5.789763,0.026698,0.055489
5.794763,0.028649,0.055494
5.799762,0.026206,0.055498
5.804762,0.025827,0.055503
5.809762,0.026809,0.055507
5.814761,0.026048,0.055512
5.819761,0.025755,0.055516
5.824760,0.023663,0.055521
5.829760,0.024266,0.055525
5.834760,0.023926,0.055530
5.839759,0.023392,0.055534
5.844759,0.027079,0.055539
5.849759,0.025571,0.055543
5.854758,0.024449,0.055548
5.859758,0.024143,0.055552
5.864758,0.022978,0.055557
5.869757,0.022701,0.055561
5.874757,0.026440,0.055566
5.879756,0.027665,0.055570
5.884756,0.027991,0.055575
5.889756,0.028160,0.055579
5.894755,0.028255,0.055584
5.899755,0.028086,0.055588
5.904755,0.029669,0.055593
5.909754,0.029117,0.055597
5.914754,0.030237,0.055602
5.919754,0.030834,0.055606
5.924753,0.031998,0.055611
5.929753,0.029475,0.055615
5.934752,0.028009,0.055620
5.939752,0.028231,0.055624
5.944752,0.028571,0.055629
5.949751,0.029703,0.055633
5.954751,0.032015,0.055638
5.959751,0.032030,0.055642
5.964750,0.034254,0.055647
5.969750,0.033220,0.055651
5.974750,0.031791,0.055656
5.979749,0.032174,0.055660
5.984749,0.035649,0.055665
5.989748,0.036928,0.055669
5.994748,0.036855,0.055674
5.999748,0.038174,0.055678
6.004747,0.040716,0.055683
6.009747,0.039116,0.055687
6.014747,0.041300,0.055692
6.019746,0.039607,0.055696
6.024746,0.041841,0.055701
6.029746,0.041866,0.055705
6.034745,0.041057,0.055710
6.039745,0.037655,0.055714
6.044744,0.037917,0.055719
6.049744,0.036918,0.055723
6.054744,0.034746,0.055728
6.059743,0.033723,0.055732
6.064743,0.029822,0.055737
6.069743,0.029010,0.055741
6.074742,0.027531,0.055746
6.079742,0.026373,0.055749
6.084742,0.022396,0.055755
6.089741,0.020323,0.055758
6.094741,0.013077,0.055764
6.099741,0.011970,0.055767
6.104740,0.007787,0.055773
6.109740,0.005758,0.055776
6.114739,0.000331,0.055782
6.119739,0.001776,0.055785
6.124739,-0.002574,0.055791
6.129738,-0.004208,0.055794
6.134738,-0.004323,0.055800
6.139738,-0.005535,0.055803
6.144737,-0.007468,0.055809
6.149737,-0.011641,0.055812
6.154737,-0.014080,0.055818
6.159736,-0.014012,0.055821
6.164736,-0.014195,0.055827
6.169735,-0.016966,0.055830
6.174735,-0.020511,0.055836
6.179735,-0.020040,0.055839
6.184734,-0.019802,0.055844
6.189734,-0.021653,0.055848
6.194734,-0.023111,0.055853
6.199733,-0.020194,0.055857
6.204733,-0.022364,0.055862
6.209733,-0.023337,0.055866
6.214732,-0.021922,0.055871
6.219732,-0.019515,0.055875
6.224731,-0.021504,0.055880
6.229731,-0.023756,0.055884
6.234731,-0.022385,0.055889
6.239730,-0.021210,0.055893
6.244730,-0.024150,0.055898
6.249730,-0.026784,0.055902
6.254729,-0.024535,0.055907
6.259729,-0.022796,0.055911
6.264729,-0.026508,0.055916
6.269728,-0.025207,0.055920
6.274728,-0.024515,0.055925
6.279727,-0.023894,0.055929
6.284727,-0.024916,0.055934
6.289727,-0.027064,0.055938
6.294726,-0.022652,0.055943
6.299726,-0.020568,0.055946
6.304726,-0.018159,0.055952
6.309725,-0.018842,0.055955
6.314725,-0.015197,0.055961
6.319725,-0.011291,0.055964
6.324724,-0.009773,0.055970
6.329724,-0.004726,0.055973
6.334723,-0.002735,0.055979
6.339723,-0.001499,0.055982
6.344723,-0.005413,0.055988
6.349722,-0.002529,0.055991
6.354722,-0.004222,0.055996
6.359722,-0.002366,0.056000
6.364721,-0.000037,0.056005
6.369721,0.001542,0.056009
6.374721,0.005056,0.056014
6.379720,0.004471,0.056018
6.384720,0.005674,0.056023
6.389719,0.005893,0.056027
6.394719,0.003757,0.056032
6.399719,0.004199,0.056036
6.404718,0.005194,0.056041
6.409718,0.007687,0.056045
6.414718,0.005651,0.056050
6.419717,0.006935,0.056054
6.424717,0.001439,0.056059
6.429717,0.003642,0.056063
6.434716,0.000896,0.056068
6.439716,0.002229,0.056071
6.444715,0.004035,0.056077
6.449715,0.005840,0.056080
6.454715,0.003058,0.056086
6.459714,0.004728,0.056089
6.464714,0.004308,0.056095
6.469714,0.005665,0.056098
6.474713,0.002568,0.056104
6.479713,0.003493,0.056107
6.484713,0.004557,0.056112
6.489712,0.003119,0.056116
6.494712,0.008209,0.056121
6.499712,0.011335,0.056125
6.504711,0.009492,0.056130
6.509711,0.006324,0.056134
6.514710,0.004660,0.056139
6.519710,0.007318,0.056143
6.524710,0.007903,0.056148
6.529709,0.008340,0.056152
6.534709,0.007438,0.056157
6.539709,0.009194,0.056161
6.544708,0.008624,0.056166
6.549708,0.007667,0.056169
6.554708,0.007433,0.056175
6.559707,0.009334,0.056178
6.564707,0.012394,0.056184
6.569706,0.016561,0.056187
6.574706,0.017333,0.056193
6.579706,0.016478,0.056196
6.584705,0.017235,0.056201
6.589705,0.017939,0.056205
6.594705,0.020133,0.056210
6.599704,0.019737,0.056214
6.604704,0.016862,0.056219
6.609704,0.017051,0.056223
6.614703,0.021510,0.056228
6.619703,0.025789,0.056232
6.624702,0.031959,0.056237
6.629702,0.031958,0.056241
6.634702,0.031267,0.056246
6.639701,0.033447,0.056249
6.644701,0.035298,0.056255
6.649701,0.036002,0.056258
6.654700,0.038862,0.056264
6.659700,0.041253,0.056267
6.664700,0.045237,0.056273
6.669699,0.045416,0.056276
6.674699,0.047007,0.056281
6.679698,0.046973,0.056285
6.684698,0.049361,0.056290
6.689698,0.049093,0.056294
6.694697,0.048358,0.056299
6.699697,0.048513,0.056303
6.704697,0.048970,0.056308
6.709696,0.050683,0.056312
6.714696,0.050412,0.056317
6.719696,0.049354,0.056321
6.724695,0.050271,0.056326
6.729695,0.051614,0.056329
6.734694,0.054433,0.056335
6.739694,0.051797,0.056338
6.744694,0.052422,0.056344
6.749693,0.049821,0.056347
6.754693,0.051784,0.056353
6.759693,0.052775,0.056356
6.764692,0.052742,0.056361
6.769692,0.052463,0.056365
6.774692,0.055008,0.056370
6.779691,0.055512,0.056374
6.784691,0.053682,0.056379
6.789690,0.056053,0.056383
6.794690,0.054333,0.056388
6.799690,0.054227,0.056392
6.804689,0.052039,0.056397
6.809689,0.054090,0.056400
6.814689,0.055294,0.056406
6.819688,0.055591,0.056409
6.824688,0.056329,0.056415
6.829688,0.055309,0.056418
6.834687,0.056680,0.056423
6.839687,0.053272,0.056427
6.844687,0.051914,0.056432
6.849686,0.054039,0.056436
6.854686,0.051723,0.056441
6.859685,0.051486,0.056445
6.864685,0.052648,0.056450
6.869685,0.053774,0.056454
6.874684,0.053478,0.056459
6.879684,0.055616,0.056462
6.884684,0.057823,0.056468
6.889683,0.058321,0.056471
6.894683,0.060107,0.056477
6.899683,0.059450,0.056480
6.904682,0.059372,0.056485
6.909682,0.057220,0.056489
6.914681,0.055191,0.056494
6.919681,0.058415,0.056498
6.924681,0.059483,0.056503
6.929680,0.061106,0.056507
6.934680,0.061391,0.056512
6.939680,0.060796,0.056516
6.944679,0.061886,0.056521
6.949679,0.062053,0.056524
6.954679,0.060171,0.056530
6.959678,0.062567,0.056533
6.964678,0.058121,0.056539
6.969677,0.057013,0.056542
6.974677,0.055628,0.056547
6.979677,0.057976,0.056551
6.984676,0.058923,0.056556
6.989676,0.057824,0.056560
6.994676,0.060934,0.056565
6.999675,0.062622,0.056569
7.004675,0.063910,0.056574
7.009675,0.062451,0.056577
7.014674,0.062531,0.056583
7.019674,0.062866,0.056586
7.024673,0.060334,0.056592
7.029673,0.061862,0.056595
7.034673,0.061598,0.056600
7.039672,0.065294,0.056604
7.044672,0.063111,0.056609
7.049672,0.060677,0.056613
7.054671,0.059510,0.056618
7.059671,0.060374,0.056622
7.064671,0.059939,0.056627
7.069670,0.059469,0.056630
7.074670,0.059777,0.056636
7.079669,0.058846,0.056639
7.084669,0.057767,0.056645
7.089669,0.056895,0.056648
7.094668,0.054984,0.056653
7.099668,0.053545,0.056657
7.104668,0.054596,0.056662
7.109667,0.053339,0.056666
7.114667,0.053621,0.056671
7.119667,0.052161,0.056675
7.124666,0.052302,0.056680
7.129666,0.055572,0.056683
7.134665,0.053053,0.056689
7.139665,0.051741,0.056692
7.144665,0.054125,0.056697
7.149664,0.053170,0.056701
7.154664,0.056999,0.056706
7.159664,0.059065,0.056710
7.164663,0.062767,0.056715
7.169663,0.064775,0.056719
7.174663,0.064012,0.056724
7.179662,0.065096,0.056727
7.184662,0.064515,0.056733
7.189662,0.065202,0.056736
7.194661,0.067434,0.056742
7.199661,0.067927,0.056745
7.204660,0.064610,0.056750
7.209660,0.066272,0.056754
7.214660,0.066886,0.056759
7.219659,0.068464,0.056763
7.224659,0.069242,0.056768
7.229659,0.067015,0.056772
7.234658,0.072158,0.056777
7.239658,0.072806,0.056780
7.244658,0.076031,0.056786
7.249657,0.078748,0.056789
7.254657,0.078304,0.056794
7.259656,0.078726,0.056798
7.264656,0.077093,0.056803
7.269656,0.076751,0.056807
7.274655,0.074630,0.056812
7.279655,0.074747,0.056816
7.284655,0.072889,0.056821
7.289654,0.071186,0.056824
7.294654,0.070088,0.056830
7.299654,0.069556,0.056833
7.304653,0.071670,0.056838
7.309653,0.071357,0.056842
7.314652,0.069027,0.056847
7.319652,0.066342,0.056851
7.324652,0.062109,0.056856
7.329651,0.057930,0.056860
7.334651,0.055181,0.056865
7.339651,0.054737,0.056868
7.344650,0.051513,0.056874
7.349650,0.052379,0.056877
7.354650,0.052027,0.056882
7.359649,0.050352,0.056886
7.364649,0.049938,0.056891
7.369648,0.052536,0.056895
7.374648,0.052028,0.056900
7.379648,0.051964,0.056903
7.384647,0.050682,0.056909
7.389647,0.051639,0.056912
7.394647,0.051857,0.056918
7.399646,0.051771,0.056921
7.404646,0.053179,0.056926
7.409646,0.052813,0.056930
7.414645,0.051816,0.056935
7.419645,0.052380,0.056939
7.424644,0.049559,0.056944
7.429644,0.048991,0.056947
7.434644,0.045470,0.056953
7.439643,0.044498,0.056956
7.444643,0.041660,0.056961
7.449643,0.041741,0.056965
7.454642,0.040382,0.056970
7.459642,0.042397,0.056974
7.464642,0.044178,0.056979
7.469641,0.045722,0.056983
7.474641,0.048605,0.056988
7.479640,0.046950,0.056991
7.484640,0.044930,0.056997
7.489640,0.043735,0.057000
7.494639,0.042909,0.057005
7.499639,0.042841,0.057009
7.504639,0.041454,0.057014
7.509638,0.039977,0.057018
7.514638,0.039692,0.057023
7.519638,0.038507,0.057026
7.524637,0.038836,0.057032
7.529637,0.041888,0.057035
7.534636,0.043152,0.057040
7.539636,0.042902,0.057044
7.544636,0.041625,0.057049
7.549635,0.038273,0.057053
7.554635,0.035999,0.057058
7.559635,0.035283,0.057061
7.564634,0.037143,0.057067
7.569634,0.037578,0.057070
7.574634,0.039669,0.057075
7.579633,0.039085,0.057079
7.584633,0.038890,0.057084
7.589633,0.041361,0.057088
7.594632,0.039929,0.057093
7.599632,0.038417,0.057096
7.604631,0.039174,0.057102
7.609631,0.037725,0.057105
7.614631,0.033399,0.057110
7.619630,0.031798,0.057114
7.624630,0.031105,0.057119
7.629630,0.027957,0.057123
7.634629,0.027300,0.057128
7.639629,0.025729,0.057131
7.644629,0.027096,0.057137
7.649628,0.027374,0.057140
7.654628,0.026209,0.057145
7.659627,0.027644,0.057149
7.664627,0.029301,0.057154
7.669627,0.027850,0.057158
7.674626,0.026832,0.057163
7.679626,0.026142,0.057166
7.684626,0.025633,0.057172
7.689625,0.025784,0.057175
7.694625,0.022778,0.057180
7.699625,0.021858,0.057184
7.704624,0.020945,0.057189
7.709624,0.022103,0.057193
7.714623,0.021046,0.057198
7.719623,0.021707,0.057201
7.724623,0.022667,0.057207
7.729622,0.022645,0.057210
7.734622,0.025156,0.057215
7.739622,0.026948,0.057219
7.744621,0.025592,0.057224
7.749621,0.026973,0.057228
7.754621,0.027513,0.057233
7.759620,0.028726,0.057236
7.764620,0.028460,0.057242
7.769619,0.027375,0.057245
7.774619,0.027618,0.057250
7.779619,0.028344,0.057254
7.784618,0.030044,0.057259
7.789618,0.030849,0.057263
7.794618,0.031124,0.057268
7.799617,0.030085,0.057271
7.804617,0.030727,0.057277
7.809617,0.031956,0.057280
7.814616,0.032775,0.057285
7.819616,0.032338,0.057289
7.824615,0.031621,0.057294
7.829615,0.030810,0.057298
7.834615,0.029995,0.057303
7.839614,0.030257,0.057306
7.844614,0.029919,0.057311
7.849614,0.031770,0.057315
7.854613,0.031296,0.057320
7.859613,0.030689,0.057324
7.864613,0.033106,0.057329
7.869612,0.035909,0.057332
7.874612,0.033937,0.057338
7.879611,0.035429,0.057341
7.884611,0.032024,0.057346
7.889611,0.032075,0.057350
7.894610,0.034493,0.057355
7.899610,0.033893,0.057359
7.904610,0.032802,0.057364
7.909609,0.037018,0.057367
7.914609,0.036991,0.057373
7.919609,0.035843,0.057376
7.924608,0.034462,0.057381
7.929608,0.034839,0.057385
7.934608,0.037294,0.057390
7.939607,0.036680,0.057393
7.944607,0.035076,0.057399
7.949606,0.034512,0.057402
7.954606,0.035705,0.057407
7.959606,0.035465,0.057411
7.964605,0.036092,0.057416
7.969605,0.035402,0.057420
7.974605,0.033518,0.057425
7.979604,0.034097,0.057428
7.984604,0.032075,0.057433
7.989604,0.031340,0.057437
7.994603,0.032681,0.057442
7.999603,0.034329,0.057446
8.004604,0.037036,0.057451
8.009606,0.039375,0.057454
8.014608,0.039241,0.057460
8.019610,0.037163,0.057463
8.024612,0.036921,0.057468
8.029614,0.037911,0.057472
8.034616,0.040860,0.057477
8.039618,0.044020,0.057480
8.044621,0.047166,0.057486
8.049623,0.047586,0.057489
8.054625,0.049550,0.057494
8.059627,0.053174,0.057498
8.064629,0.056325,0.057503
8.069631,0.058979,0.057507
8.074633,0.066322,0.057512
8.079635,0.073235,0.057515
8.084637,0.080931,0.057520
8.089639,0.085190,0.057524
8.094641,0.089852,0.057529
8.099643,0.095908,0.057533
8.104645,0.099726,0.057538
8.109647,0.105217,0.057541
8.114649,0.114174,0.057547
8.119651,0.116332,0.057550
8.124653,0.123564,0.057555
8.129655,0.126148,0.057559
8.134657,0.125602,0.057564
8.139659,0.129063,0.057567
8.144661,0.139022,0.057573
8.149663,0.139778,0.057576
8.154665,0.143428,0.057581
8.159667,0.146443,0.057585
8.164669,0.153555,0.057590
8.169671,0.156456,0.057593
8.174673,0.159544,0.057599
8.179675,0.163226,0.057602
8.184677,0.164504,0.057607
8.189679,0.166858,0.057611
8.194681,0.171342,0.057616
8.199683,0.168915,0.057619
8.204685,0.172619,0.057625
8.209687,0.176147,0.057628
8.214689,0.178319,0.057633
8.219691,0.180720,0.057637
8.224693,0.182310,0.057642
8.229695,0.182007,0.057646
8.234697,0.180084,0.057651
8.239699,0.184543,0.057654
8.244701,0.186062,0.057659
8.249703,0.191771,0.057663
8.254705,0.196005,0.057668
8.259707,0.201078,0.057672
8.264709,0.204514,0.057677
8.269711,0.206521,0.057680
8.274714,0.210844,0.057685
8.279716,0.213026,0.057689
8.284718,0.213808,0.057694
8.289720,0.213782,0.057698
8.294722,0.221962,0.057703
8.299724,0.221154,0.057706
8.304726,0.221581,0.057711
8.309728,0.222893,0.057715
8.314730,0.222109,0.057720
8.319732,0.223582,0.057724
8.324734,0.224224,0.057729
8.329736,0.224693,0.057732
8.334738,0.227061,0.057737
8.339740,0.230473,0.057741
8.344742,0.230643,0.057746
8.349744,0.228686,0.057750
8.354746,0.235192,0.057755
8.359748,0.235553,0.057758
8.364750,0.235216,0.057763
8.369752,0.231618,0.057767
8.374754,0.233146,0.057772
8.379756,0.231228,0.057775
8.384758,0.227207,0.057781
8.389760,0.224808,0.057784
8.394762,0.228963,0.057789
8.399764,0.230581,0.057793
8.404766,0.230632,0.057798
8.409768,0.228167,0.057801
8.414770,0.224961,0.057807
8.419772,0.226109,0.057810
8.424774,0.223890,0.057815
8.429776,0.225063,0.057819
8.434778,0.224058,0.057824
8.439780,0.224672,0.057827
8.444782,0.226972,0.057833
8.449784,0.228844,0.057836
8.454786,0.233100,0.057841
8.459788,0.237281,0.057845
8.464790,0.235051,0.057850
8.469792,0.233514,0.057853
8.474794,0.231980,0.057859
8.479796,0.230328,0.057862
8.484798,0.228835,0.057867
8.489800,0.225283,0.057871
8.494802,0.225836,0.057876
8.499804,0.226085,0.057879
8.504807,0.222869,0.057884
8.509809,0.224560,0.057888
8.514811,0.229617,0.057893
8.519813,0.231153,0.057897
8.524815,0.228406,0.057902
8.529817,0.229456,0.057905
8.534819,0.228188,0.057910
8.539821,0.225462,0.057914
8.544823,0.223172,0.057919
8.549825,0.224549,0.057922
8.554827,0.220825,0.057928
8.559829,0.222535,0.057931
8.564831,0.219935,0.057936
8.569833,0.218726,0.057940
8.574835,0.215398,0.057945
8.579837,0.209883,0.057948
8.584839,0.204383,0.057953
8.589841,0.199156,0.057957
8.594843,0.194268,0.057962
8.599845,0.188587,0.057966
8.604847,0.177019,0.057971
8.609849,0.173295,0.057974
8.614851,0.165169,0.057979
8.619853,0.157540,0.057983
8.624855,0.156018,0.057988
8.629857,0.151049,0.057991
8.634859,0.149546,0.057997
8.639861,0.144154,0.058000
8.644863,0.138918,0.058005
8.649865,0.135963,0.058009
8.654867,0.129306,0.058014
8.659869,0.125677,0.058017
8.664871,0.121871,0.058022
8.669873,0.117555,0.058026
8.674875,0.111606,0.058031
8.679877,0.108434,0.058035
8.684879,0.104290,0.058040
8.689881,0.100033,0.058043
8.694883,0.093376,0.058048
8.699885,0.090433,0.058052
8.704887,0.085232,0.058057
8.709889,0.080639,0.058060
8.714891,0.074453,0.058066
8.719893,0.070379,0.058069
8.724895,0.067392,0.058074
8.729897,0.066931,0.058078
8.734900,0.063582,0.058083
8.739902,0.062590,0.058086
8.744904,0.061948,0.058091
8.749906,0.061579,0.058095
8.754908,0.057850,0.058100
8.759910,0.054433,0.058103
8.764912,0.053862,0.058109
8.769914,0.050514,0.058112
8.774916,0.046499,0.058117
8.779918,0.046556,0.058121
8.784920,0.044957,0.058126
8.789922,0.041388,0.058129
8.794924,0.036870,0.058134
8.799926,0.035376,0.058138
8.804928,0.033914,0.058143
8.809930,0.032284,0.058146
8.814932,0.027854,0.058152
8.819934,0.026438,0.058155
8.824936,0.023587,0.058160
8.829938,0.023141,0.058164
8.834940,0.022809,0.058169
8.839942,0.021615,0.058172
8.844944,0.020688,0.058177
8.849946,0.023457,0.058181
8.854948,0.023214,0.058186
8.859950,0.021697,0.058189
8.864952,0.020341,0.058195
8.869954,0.019939,0.058198
8.874956,0.020070,0.058203
8.879958,0.017960,0.058207
8.884960,0.017553,0.058212
8.889962,0.019505,0.058215
8.894964,0.017858,0.058220
8.899966,0.017728,0.058224
8.904968,0.018221,0.058229
8.909970,0.016290,0.058232
8.914972,0.013759,0.058238
8.919974,0.011262,0.058241
8.924976,0.009634,0.058246
8.929978,0.006287,0.058250
8.934980,0.005190,0.058255
8.939982,0.002112,0.058258
8.944984,0.002344,0.058263
8.949986,0.003072,0.058267
8.954988,0.005117,0.058272
8.959991,0.003153,0.058275
8.964993,0.005464,0.058280
8.969995,0.004984,0.058284
8.974997,0.003173,0.058289
8.979999,0.005826,0.058292
8.985001,0.009266,0.058298
8.990003,0.008418,0.058301
8.995005,0.008437,0.058306
9.000007,0.008660,0.058310
9.005009,0.009802,0.058315
9.010011,0.009844,0.058318
9.015013,0.010840,0.058323
9.020015,0.009891,0.058327
9.025017,0.011709,0.058332
9.030019,0.008466,0.058335
9.035021,0.006252,0.058340
9.040023,0.007099,0.058344
9.045025,0.007358,0.058349
9.050027,0.008608,0.058352
9.055029,0.008567,0.058358
9.060031,0.008035,0.058361
9.065033,0.007154,0.058366
9.070035,0.006183,0.058370
9.075037,0.007068,0.058375
9.080039,0.009324,0.058378
9.085041,0.010433,0.058383
9.090043,0.007147,0.058387
9.095045,0.006501,0.058392
9.100047,0.005647,0.058395
