time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
3.399936,0.236698,0.234396,0.235002
3.404936,nan,0.243609,0.240164
3.409935,0.387817,0.250034,0.245352
3.414935,nan,0.254123,0.250565
3.419935,0.228871,0.258376,0.255801
3.424934,nan,0.263000,0.261057
3.429934,0.191156,0.265944,0.266334
3.434933,nan,0.268318,0.271636
3.439933,0.157504,0.274775,0.276963
3.444933,nan,0.282407,0.282314
3.449932,0.494536,0.286443,0.287700
3.454932,nan,0.293304,0.293118
3.459932,0.176089,0.296145,0.298570
3.464931,nan,0.303347,0.304057
3.469931,0.507030,0.306589,0.309582
3.474931,nan,0.312124,0.315137
3.479930,0.353908,0.317770,0.320718
3.484930,nan,0.324981,0.326331
3.489929,0.357017,0.328356,0.331981
3.494929,nan,0.334990,0.337661
3.499929,0.228007,0.341064,0.343368
3.504928,nan,0.348739,0.349117
3.509928,0.409012,0.353115,0.354910
3.514928,nan,0.361286,0.360746
3.519927,0.294043,0.365122,0.366621
3.524927,nan,0.373706,0.372531
3.529927,0.307208,0.377358,0.378472
3.534926,nan,0.383497,0.384445
3.539926,0.434421,0.386384,0.390457
3.544925,nan,0.395450,0.396517
3.549925,0.378824,0.399374,0.402628
3.554925,nan,0.407636,0.408795
3.559924,0.416543,0.414053,0.415019
3.564924,nan,0.424884,0.421292
3.569924,0.420773,0.427879,0.427606
3.574923,nan,0.435992,0.433958
3.579923,0.411800,0.441123,0.440345
3.584923,nan,0.450710,0.446765
3.589922,0.376195,0.454853,0.453220
3.594922,nan,0.464692,0.459711
3.599921,0.470700,0.472139,0.466238
3.604921,nan,0.481109,0.472798
3.609921,0.539641,0.486086,0.479382
3.614920,nan,0.491642,0.485988
3.619920,0.534426,0.496395,0.492619
3.624920,nan,0.506275,0.499281
3.629919,0.438220,0.510301,0.505980
3.634919,nan,0.518411,0.512718
3.639919,0.621996,0.524249,0.519496
3.644918,nan,0.533858,0.526311
3.649918,0.416471,0.540115,0.533164
3.654917,nan,0.549144,0.540050
3.659917,0.596677,0.551966,0.546965
3.664917,nan,0.561116,0.553910
3.669916,0.561922,0.570351,0.560882
3.674916,nan,0.581700,0.567876
3.679916,0.673136,0.590415,0.574889
3.684915,nan,0.599816,0.581921
3.689915,0.707458,0.605407,0.588981
3.694915,nan,0.613368,0.596071
3.699914,0.481382,0.621388,0.603190
3.704914,nan,0.630878,0.610334
3.709913,0.772835,0.638191,0.617501
3.714913,nan,0.646879,0.624693
3.719913,0.735728,0.653243,0.631916
3.724912,nan,0.662456,0.639168
3.729912,0.346380,0.664315,0.646442
3.734912,nan,0.675167,0.653730
3.739911,0.379429,0.681656,0.661031
3.744911,nan,0.688569,0.668344
3.749911,0.645240,0.694515,0.675664
3.754910,nan,0.702900,0.682996
3.759910,0.641961,0.708433,0.690340
3.764910,nan,0.717791,0.697699
3.769909,0.703779,0.723309,0.705077
3.774909,nan,0.728716,0.712468
3.779908,0.691733,0.735680,0.719871
3.784908,nan,0.743153,0.727288
3.789908,0.724115,0.747731,0.734724
3.794907,nan,0.756214,0.742177
3.799907,0.963632,0.763677,0.749641
3.804907,nan,0.774168,0.757118
3.809906,0.828847,0.780978,0.764607
3.814906,nan,0.791692,0.772106
3.819906,0.940848,0.798218,0.779607
3.824905,nan,0.812588,0.787111
3.829905,0.900258,0.819452,0.794617
3.834904,nan,0.832587,0.802130
3.839904,0.672508,0.837297,0.809647
3.844904,nan,0.847016,0.817163
3.849903,0.792587,0.852781,0.824673
3.854903,nan,0.859599,0.832178
3.859903,0.988842,0.865313,0.839677
3.864902,nan,0.874542,0.847171
3.869902,0.715857,0.881698,0.854666
3.874902,nan,0.891456,0.862168
3.879901,0.737515,0.900068,0.869676
3.884901,nan,0.908565,0.877186
3.889900,0.858918,0.916284,0.884697
3.894900,nan,0.922114,0.892211
3.899900,0.994619,0.927376,0.899735
3.904899,nan,0.936867,0.907272
3.909899,0.972903,0.941992,0.914817
3.914899,nan,0.950526,0.922371
3.919898,0.857093,0.955969,0.929932
3.924898,nan,0.966580,0.937505
3.929898,0.933774,0.971403,0.945092
3.934897,nan,0.979102,0.952692
3.939897,0.925031,0.985945,0.960305
3.944896,nan,0.996735,0.967925
3.949896,0.827957,1.001744,0.975548
3.954896,nan,1.012552,0.983177
3.959895,1.067153,1.020576,0.990816
3.964895,nan,1.029063,0.998468
3.969895,0.842161,1.036137,1.006130
3.974894,nan,1.045009,1.013804
3.979894,0.884185,1.051196,1.021489
3.984894,nan,1.064792,1.029189
3.989893,0.922630,1.069300,1.036903
3.994893,nan,1.076619,1.044634
3.999892,1.023340,1.084996,1.052380
4.004892,nan,1.093020,1.060140
4.009892,0.923003,1.098909,1.067910
4.014892,nan,1.109046,1.075678
4.019891,1.124076,1.119732,1.083420
4.024891,nan,1.129110,1.091117
4.029891,1.166012,1.134142,1.098746
4.034890,nan,1.143878,1.106282
4.039890,0.897103,1.147717,1.113697
4.044889,nan,1.154932,1.120969
4.049889,1.067794,1.159451,1.128081
4.054889,nan,1.167522,1.135012
4.059888,1.146911,1.172061,1.141746
4.064888,nan,1.176048,1.148285
4.069888,1.121646,1.179178,1.154624
4.074887,nan,1.187345,1.160757
4.079887,1.409367,1.192639,1.166674
4.084887,nan,1.196315,1.172372
4.089886,1.230440,1.199031,1.177858
4.094886,nan,1.202356,1.183147
4.099885,1.165707,1.206388,1.188252
4.104885,nan,1.209144,1.193180
4.109885,1.181714,1.213436,1.197940
4.114884,nan,1.216388,1.202526
4.119884,1.354383,1.216360,1.206942
4.124884,nan,1.223326,1.211194
4.129883,1.246657,1.226195,1.215290
4.134883,nan,1.229549,1.219251
4.139883,1.144346,1.233460,1.223105
4.144882,nan,1.235294,1.226865
4.149882,1.303013,1.238313,1.230544
4.154881,nan,1.240427,1.234161
4.159881,1.196329,1.243711,1.237757
4.164881,nan,1.246849,1.241357
4.169880,1.197278,1.248329,1.244979
4.174880,nan,1.250586,1.248650
4.179880,1.274372,1.250018,1.252385
4.184879,nan,1.252849,1.256181
4.189879,1.202085,1.255652,1.260035
4.194879,nan,1.256848,1.263958
4.199878,1.251606,1.257894,1.267963
4.204878,nan,1.260765,1.272058
4.209877,1.281938,1.262783,1.276240
4.214877,nan,1.265908,1.280503
4.219877,1.303169,1.270268,1.284838
4.224876,nan,1.273720,1.289248
4.229876,1.299824,1.279705,1.293735
4.234876,nan,1.283624,1.298304
4.239875,1.339584,1.290431,1.302950
4.244875,nan,1.294904,1.307671
4.249875,1.423878,1.298151,1.312451
4.254874,nan,1.302223,1.317291
4.259874,1.491371,1.307511,1.322195
4.264874,nan,1.311579,1.327151
4.269873,1.273610,1.313153,1.332148
4.274873,nan,1.318351,1.337181
4.279872,1.205151,1.321864,1.342233
4.284872,nan,1.326079,1.347283
4.289872,1.482569,1.332725,1.352312
4.294871,nan,1.341305,1.357310
4.299871,1.531891,1.347874,1.362279
4.304871,nan,1.354121,1.367213
4.309870,1.434678,1.356728,1.372100
4.314870,nan,1.367164,1.376926
4.319870,1.294449,1.370950,1.381699
4.324869,nan,1.373218,1.386419
4.329869,1.407730,1.378137,1.391085
4.334868,nan,1.386994,1.395684
4.339868,1.527788,1.389812,1.400205
4.344868,nan,1.394103,1.404643
4.349867,1.575231,1.398669,1.408998
4.354867,nan,1.400849,1.413266
4.359867,1.332710,1.406294,1.417444
4.364866,nan,1.412169,1.421538
4.369866,1.456916,1.416053,1.425544
4.374866,nan,1.421872,1.429461
4.379865,1.428668,1.426433,1.433285
4.384865,nan,1.429465,1.437015
4.389864,1.446616,1.434808,1.440642
4.394864,nan,1.438475,1.444164
4.399864,1.414328,1.442503,1.447588
4.404863,nan,1.447223,1.450920
4.409863,1.477595,1.450879,1.454166
4.414863,nan,1.456138,1.457331
4.419862,1.519136,1.460818,1.460425
4.424862,nan,1.463055,1.463450
4.429862,1.674790,1.468569,1.466407
4.434861,nan,1.473456,1.469288
4.439861,1.416742,1.478106,1.472090
4.444860,nan,1.483020,1.474806
4.449860,1.532312,1.485397,1.477435
4.454860,nan,1.485763,1.479978
4.459859,1.589492,1.487694,1.482441
4.464859,nan,1.490327,1.484834
4.469859,1.648656,1.491970,1.487159
4.474858,nan,1.493609,1.489417
4.479858,1.422810,1.496497,1.491614
4.484858,nan,1.499737,1.493748
4.489857,1.526067,1.501565,1.495821
4.494857,nan,1.504302,1.497838
4.499856,1.345371,1.506434,1.499798
4.504856,nan,1.511634,1.501703
4.509856,1.568472,1.515765,1.503552
4.514855,nan,1.518820,1.505351
4.519855,1.446701,1.519715,1.507105
4.524855,nan,1.522891,1.508814
4.529854,1.641058,1.522824,1.510479
4.534854,nan,1.525430,1.512107
4.539854,1.476323,1.526950,1.513696
4.544853,nan,1.530528,1.515242
4.549853,1.674722,1.532345,1.516744
4.554852,nan,1.536846,1.518198
4.559852,1.542401,1.539394,1.519606
4.564852,nan,1.539809,1.520968
4.569851,1.593386,1.544478,1.522288
4.574851,nan,1.547612,1.523567
4.579851,1.415492,1.551903,1.524810
4.584850,nan,1.554293,1.526018
4.589850,1.542309,1.554768,1.527192
4.594850,nan,1.559319,1.528328
4.599849,1.487057,1.559280,1.529430
4.604849,nan,1.562672,1.530500
4.609848,1.531825,1.559943,1.531539
4.614848,nan,1.562142,1.532547
4.619848,1.369982,1.564376,1.533519
4.624847,nan,1.566569,1.534454
4.629847,1.595891,1.569800,1.535355
4.634847,nan,1.570814,1.536223
4.639846,1.652996,1.571167,1.537059
4.644846,nan,1.572884,1.537868
4.649846,1.457155,1.574018,1.538656
4.654845,nan,1.573497,1.539423
4.659845,1.559128,1.573623,1.540171
4.664845,nan,1.574096,1.540903
4.669844,1.478957,1.575107,1.541621
4.674844,nan,1.573922,1.542325
4.679843,1.485080,1.577057,1.543015
4.684843,nan,1.577851,1.543687
4.689843,1.656942,1.576541,1.544341
4.694842,nan,1.579045,1.544978
4.699842,1.441136,1.582226,1.545597
4.704842,nan,1.583368,1.546200
4.709841,1.481099,1.584718,1.546785
4.714841,nan,1.584309,1.547353
4.719841,1.531032,1.584387,1.547903
4.724840,nan,1.587460,1.548440
4.729840,1.431923,1.587151,1.548965
4.734839,nan,1.588561,1.549478
4.739839,1.402905,1.589173,1.549974
4.744839,nan,1.587674,1.550454
4.749838,1.327464,1.588969,1.550915
4.754838,nan,1.589884,1.551360
4.759838,1.686579,1.592149,1.551792
4.764837,nan,1.593738,1.552211
4.769837,1.518516,1.596564,1.552619
4.774837,nan,1.596157,1.553018
4.779836,1.579440,1.596391,1.553411
4.784836,nan,1.599308,1.553801
4.789835,1.367305,1.599843,1.554190
4.794835,nan,1.601449,1.554575
4.799835,1.530345,1.599751,1.554952
4.804834,nan,1.600754,1.555316
4.809834,1.647084,1.602626,1.555663
4.814834,nan,1.605025,1.555995
4.819833,1.509246,1.605465,1.556315
4.824833,nan,1.607037,1.556626
4.829833,1.767372,1.605105,1.556927
4.834832,nan,1.601465,1.557219
4.839832,1.676508,1.604060,1.557503
4.844831,nan,1.607252,1.557781
4.849831,1.583452,1.606836,1.558051
4.854831,nan,1.607411,1.558313
4.859830,1.633767,1.607116,1.558570
4.864830,nan,1.604429,1.558820
4.869830,1.671781,1.602805,1.559069
4.874829,nan,1.604458,1.559312
4.879829,1.559636,1.604797,1.559547
4.884829,nan,1.606104,1.559770
4.889828,1.513892,1.603813,1.559980
4.894828,nan,1.608108,1.560181
4.899827,1.341296,1.609812,1.560375
4.904827,nan,1.609659,1.560566
4.909827,1.460799,1.608071,1.560756
4.914826,nan,1.609230,1.560947
4.919826,1.483201,1.609198,1.561136
4.924826,nan,1.611980,1.561324
4.929825,1.540940,1.609799,1.561503
4.934825,nan,1.611228,1.561670
4.939825,1.557945,1.611685,1.561826
4.944824,nan,1.610055,1.561971
4.949824,1.606936,1.611502,1.562105
4.954823,nan,1.611616,1.562231
4.959823,1.602001,1.613639,1.562354
4.964823,nan,1.616577,1.562479
4.969822,1.621465,1.615365,1.562603
4.974822,nan,1.615582,1.562725
4.979822,1.663764,1.615377,1.562848
4.984821,nan,1.617563,1.562974
4.989821,1.716041,1.616312,1.563101
4.994821,nan,1.617694,1.563229
4.999820,1.554801,1.617271,1.563358
5.004820,nan,1.617877,1.563488
5.009820,1.522281,1.617524,1.563620
5.014819,nan,1.618257,1.563758
5.019819,1.547886,1.617800,1.563906
5.024818,nan,1.619389,1.564070
5.029818,1.526885,1.620705,1.564261
5.034818,nan,1.621337,1.564484
5.039817,1.565292,1.622609,1.564744
5.044817,nan,1.623172,1.565049
5.049817,1.524421,1.625814,1.565403
5.054816,nan,1.629341,1.565812
5.059816,1.539013,1.629363,1.566274
5.064816,nan,1.630492,1.566794
5.069815,1.522751,1.635031,1.567378
5.074815,nan,1.639326,1.568033
5.079814,1.596911,1.641987,1.568765
5.084814,nan,1.645392,1.569584
5.089814,1.812757,1.648322,1.570495
5.094813,nan,1.650200,1.571504
5.099813,1.657987,1.655556,1.572613
5.104813,nan,1.663573,1.573826
5.109812,1.464154,1.668819,1.575145
5.114812,nan,1.671257,1.576571
5.119812,1.612828,1.675210,1.578102
5.124811,nan,1.680324,1.579740
5.129811,1.647764,1.683853,1.581483
5.134810,nan,1.687249,1.583335
5.139810,1.485478,1.691819,1.585298
5.144810,nan,1.700419,1.587377
5.149809,1.565204,1.704230,1.589573
5.154809,nan,1.707776,1.591888
5.159809,1.674968,1.711704,1.594324
5.164808,nan,1.718458,1.596886
5.169808,1.714583,1.722467,1.599576
5.174808,nan,1.730327,1.602395
5.179807,1.681462,1.737326,1.605339
5.184807,nan,1.740705,1.608403
5.189806,1.583478,1.746736,1.611584
5.194806,nan,1.753268,1.614882
5.199806,1.714310,1.757085,1.618291
5.204805,nan,1.766432,1.621809
5.209805,1.873418,1.772577,1.625429
5.214805,nan,1.776945,1.629146
5.219804,1.697740,1.780727,1.632962
5.224804,nan,1.786583,1.636874
5.229804,1.694332,1.790186,1.640877
5.234803,nan,1.798776,1.644966
5.239803,1.684058,1.803049,1.649137
5.244802,nan,1.808340,1.653390
5.249802,1.572400,1.812275,1.657724
5.254802,nan,1.816565,1.662130
5.259801,1.800783,1.820813,1.666598
5.264801,nan,1.824578,1.671126
5.269801,1.876072,1.827036,1.675705
5.274800,nan,1.832020,1.680338
5.279800,1.858834,1.837064,1.685016
5.284800,nan,1.841063,1.689737
5.289799,1.944961,1.844011,1.694501
5.294799,nan,1.850412,1.699306
5.299798,1.667330,1.853101,1.704147
5.304798,nan,1.856469,1.709025
5.309798,1.725708,1.860169,1.713936
5.314797,nan,1.863788,1.718873
5.319797,1.766715,1.864929,1.723828
5.324797,nan,1.867882,1.728798
5.329796,1.868220,1.872221,1.733784
5.334796,nan,1.874337,1.738787
5.339796,1.694035,1.874459,1.743801
5.344795,nan,1.881104,1.748823
5.349795,1.800730,1.883406,1.753846
5.354795,nan,1.886045,1.758876
5.359794,2.012374,1.888574,1.763924
5.364794,nan,1.894837,1.768997
5.369793,1.738893,1.895654,1.774098
5.374793,nan,1.899325,1.779229
5.379793,1.682814,1.902434,1.784388
5.384792,nan,1.908721,1.789570
5.389792,1.804280,1.911438,1.794773
5.394792,nan,1.915973,1.800004
5.399791,1.869487,1.920263,1.805269
5.404791,nan,1.924588,1.810570
5.409791,1.834582,1.929126,1.815902
5.414790,nan,1.935656,1.821261
5.419790,1.704938,1.938913,1.826637
5.424789,nan,1.942092,1.832015
5.429789,1.873140,1.941928,1.837397
5.434789,nan,1.947710,1.842786
5.439788,1.825177,1.950028,1.848178
5.444788,nan,1.956079,1.853574
5.449788,1.885630,1.959622,1.858982
5.454787,nan,1.962964,1.864407
5.459787,1.834606,1.968028,1.869855
5.464787,nan,1.973147,1.875332
5.469786,2.067014,1.975284,1.880846
5.474786,nan,1.981006,1.886404
5.479785,2.001265,1.984887,1.892010
5.484785,nan,1.990120,1.897658
5.489785,1.809226,1.991831,1.903348
5.494784,nan,1.996568,1.909083
5.499784,1.907312,1.999114,1.914873
5.504784,nan,2.004784,1.920706
5.509783,2.082564,2.005795,1.926581
5.514783,nan,2.009501,1.932498
5.519783,1.829831,2.013932,1.938457
5.524782,nan,2.019286,1.944452
5.529782,1.884886,2.023268,1.950480
5.534781,nan,2.026451,1.956539
5.539781,1.930799,2.032475,1.962636
5.544781,nan,2.037981,1.968775
5.549780,1.728772,2.042573,1.974958
5.554780,nan,2.046845,1.981185
5.559780,1.889070,2.048996,1.987453
5.564779,nan,2.055420,1.993763
5.569779,1.842909,2.060915,2.000108
5.574779,nan,2.067282,2.006486
5.579778,2.045982,2.075910,2.012900
5.584778,nan,2.081899,2.019351
5.589777,1.957245,2.083411,2.025833
5.594777,nan,2.092712,2.032338
5.599777,2.031786,2.096186,2.038865
5.604776,nan,2.106457,2.045411
5.609776,1.939978,2.110558,2.051973
5.614776,nan,2.116559,2.058546
5.619775,1.896111,2.119878,2.065136
5.624775,nan,2.125980,2.071752
5.629775,2.174299,2.128723,2.078398
5.634774,nan,2.137839,2.085076
5.639774,1.996690,2.143220,2.091786
5.644773,nan,2.148526,2.098534
5.649773,1.952451,2.153604,2.105316
5.654773,nan,2.160145,2.112135
5.659772,2.224279,2.165130,2.118988
5.664772,nan,2.173813,2.125872
5.669772,2.170196,2.181290,2.132793
5.674771,nan,2.187016,2.139746
5.679771,2.055036,2.190633,2.146733
5.684771,nan,2.197747,2.153744
5.689770,2.115962,2.201751,2.160772
5.694770,nan,2.209171,2.167816
5.699769,2.343263,2.215605,2.174875
5.704769,nan,2.223671,2.181949
5.709769,2.239246,2.228925,2.189048
5.714768,nan,2.239789,2.196174
5.719768,2.118907,2.243026,2.203324
5.724768,nan,2.250802,2.210500
5.729767,2.094301,2.254264,2.217697
5.734767,nan,2.263249,2.224913
5.739767,2.228327,2.267843,2.232147
5.744766,nan,2.274956,2.239397
5.749766,2.131020,2.279454,2.246667
5.754766,nan,2.286479,2.253959
5.759765,2.292405,2.290647,2.261271
5.764765,nan,2.299371,2.268604
5.769764,2.248867,2.304370,2.275957
5.774764,nan,2.311104,2.283333
5.779764,2.265551,2.316128,2.290729
5.784763,nan,2.325056,2.298144
5.789763,2.239753,2.329300,2.305577
5.794763,nan,2.340181,2.313022
5.799762,2.188123,2.343699,2.320472
5.804762,nan,2.352257,2.327920
5.809762,2.411773,2.359199,2.335370
5.814761,nan,2.367383,2.342828
5.819761,2.421868,2.373064,2.350296
5.824760,nan,2.379937,2.357768
5.829760,2.617201,2.386519,2.365242
5.834760,nan,2.395146,2.372715
5.839759,2.345566,2.400589,2.380185
5.844759,nan,2.413242,2.387658
5.849759,2.392638,2.417715,2.395136
5.854758,nan,2.425572,2.402622
5.859758,2.247414,2.431261,2.410118
5.864758,nan,2.439100,2.417624
5.869757,2.446855,2.444834,2.425142
5.874757,nan,2.457608,2.432676
5.879756,2.360227,2.464868,2.440223
5.884756,nan,2.474261,2.447782
5.889756,2.407466,2.480480,2.455347
5.894755,nan,2.489661,2.462921
5.899755,2.426566,2.495556,2.470504
5.904755,nan,2.506241,2.478089
5.909754,2.493324,2.511759,2.485678
5.914754,nan,2.521988,2.493269
5.919754,2.598912,2.528658,2.500861
5.924753,nan,2.538935,2.508457
5.929753,2.522999,2.542490,2.516055
5.934752,nan,2.550146,2.523658
5.939752,2.529875,2.556452,2.531264
5.944752,nan,2.565925,2.538877
5.949751,2.335702,2.573154,2.546504
5.954751,nan,2.584630,2.554145
5.959751,2.620429,2.590767,2.561802
5.964750,nan,2.602189,2.569469
5.969750,2.702196,2.607294,2.577145
5.974750,nan,2.615083,2.584829
5.979749,2.598040,2.621617,2.592521
5.984749,nan,2.634324,2.600214
5.989748,2.728462,2.641759,2.607908
5.994748,nan,2.650920,2.615605
5.999748,2.746319,2.658398,2.623303
6.004747,nan,2.670177,2.631000
6.009747,2.669598,2.674730,2.638686
6.014747,nan,2.686120,2.646350
6.019746,2.603988,2.690536,2.653968
6.024746,nan,2.701846,2.661503
6.029746,2.638610,2.707831,2.668910
6.034745,nan,2.715771,2.676145
6.039745,2.700843,2.718037,2.683156
6.044744,nan,2.726483,2.689888
6.049744,2.685821,2.730688,2.696283
6.054744,nan,2.735860,2.702279
6.059743,2.600327,2.739379,2.707808
6.064743,nan,2.741685,2.712823
6.069743,2.887463,2.744581,2.717288
6.074742,nan,2.747967,2.721162
6.079742,2.812124,2.749567,2.724427
6.084742,nan,2.749004,2.727098
6.089741,2.750679,2.748758,2.729227
6.094741,nan,2.743681,2.730911
6.099741,2.777506,2.743731,2.732278
6.104740,nan,2.741018,2.733460
6.109740,2.801865,2.739899,2.734603
6.114739,nan,2.735913,2.735843
6.119739,2.726223,2.738456,2.737289
6.124739,nan,2.736077,2.739025
6.129738,2.529165,2.736022,2.741105
6.134738,nan,2.738709,2.743551
6.139738,2.822383,2.739655,2.746350
6.144737,nan,2.741353,2.749469
6.149737,2.680751,2.739841,2.752877
6.154737,nan,2.741706,2.756536
6.159736,2.898335,2.744828,2.760417
6.164736,nan,2.749459,2.764479
6.169735,2.733914,2.750023,2.768688
6.174735,nan,2.751635,2.773021
6.179735,2.648750,2.755635,2.777465
6.184734,nan,2.761288,2.782007
6.189734,2.869775,2.763121,2.786638
6.194734,nan,2.767308,2.791375
6.199733,2.954722,2.774073,2.796217
6.204733,nan,2.777797,2.801157
6.209733,2.975662,2.780830,2.806190
6.214732,nan,2.788350,2.811299
6.219732,2.774250,2.794886,2.816483
6.224731,nan,2.799172,2.821733
6.229731,2.637568,2.801174,2.827081
6.234731,nan,2.809044,2.832525
6.239730,2.993128,2.814626,2.838063
6.244730,nan,2.818402,2.843682
6.249730,3.070641,2.820309,2.849379
6.254729,nan,2.829433,2.855117
6.259729,2.938067,2.835769,2.860862
6.264729,nan,2.838947,2.866604
6.269728,2.920043,2.844843,2.872349
6.274728,nan,2.852422,2.878081
6.279727,2.833826,2.857616,2.883790
6.284727,nan,2.863413,2.889460
6.289727,-3.105155,2.865776,2.895086
6.294726,nan,2.876908,2.900675
6.299726,2.832659,2.883450,2.906244
6.304726,nan,2.892533,2.911803
6.309725,2.948658,2.896286,2.917337
6.314725,nan,2.906529,2.922817
6.319725,2.925320,2.914784,2.928236
6.324724,nan,2.922762,2.933606
6.329724,3.077865,2.932083,2.938936
6.334723,nan,2.940421,2.944205
6.339723,2.990968,2.945837,2.949412
6.344723,nan,2.948115,2.954550
6.349722,3.044855,2.955070,2.959620
6.354722,nan,2.959400,2.964612
6.359722,3.044133,2.965191,2.969499
6.364721,nan,2.973290,2.974274
6.369721,3.018461,2.978629,2.978942
6.374721,nan,2.987662,2.983513
6.379720,3.036825,2.990679,2.987986
6.384720,nan,2.997170,2.992363
6.389719,2.996448,3.000835,2.996639
6.394719,nan,3.003743,3.000813
6.399719,3.042034,3.007475,3.004904
6.404718,nan,3.013319,3.008923
6.409718,3.059083,3.018988,3.012870
6.414718,nan,3.021618,3.016733
6.419717,2.987094,3.025944,3.020507
6.424717,nan,3.024898,3.024188
6.429717,2.955265,3.029990,3.027769
6.434716,nan,3.031457,3.031248
6.439716,3.119933,3.035515,3.034624
6.444715,nan,3.041288,3.037901
6.449715,-2.991018,3.045663,3.041086
6.454715,nan,3.046626,3.044179
6.459714,3.097190,3.050718,3.047179
6.464714,nan,3.053824,3.050092
6.469714,3.060693,3.057467,3.052928
6.474713,nan,3.057715,3.055695
6.479713,-3.071651,3.060816,3.058394
6.484713,nan,3.065062,3.061025
6.489712,3.092597,3.065689,3.063586
6.494712,nan,3.073789,3.066071
6.499712,2.937052,3.078860,3.068480
6.504711,nan,3.079856,3.070830
6.509711,-3.083823,3.078537,3.073125
6.514710,nan,3.079577,3.075360
6.519710,2.999604,3.083988,3.077532
6.524710,nan,3.087128,3.079642
6.529709,-3.063052,3.089217,3.081688
6.534709,nan,3.090720,3.083675
6.539709,-3.102438,3.094038,3.085614
6.544708,nan,3.095764,3.087518
6.549708,-3.099351,3.096318,3.089402
6.554708,nan,3.098331,3.091271
6.559707,-3.112244,3.101721,3.093129
6.564707,nan,3.107003,3.094978
6.569706,-3.120341,3.112648,3.096826
6.574706,nan,3.115637,3.098674
6.579706,3.093885,3.116259,3.100519
6.584705,nan,3.119223,3.102354
6.589705,3.081444,3.121386,3.104173
6.594705,nan,3.125745,3.105969
6.599704,3.002259,3.126767,3.107730
6.604704,nan,3.125971,3.109449
6.609704,3.090552,3.127506,3.111115
6.614703,nan,3.133917,3.112725
6.619703,-3.042577,3.139453,3.114278
6.624702,nan,-3.135747,3.115774
6.629702,3.002043,-3.134583,3.117212
6.634702,nan,-3.133605,3.118582
6.639701,3.114480,-3.130371,3.119876
6.644701,nan,-3.127032,3.121094
6.649701,-3.106087,-3.125392,3.122244
6.654700,nan,-3.121204,3.123332
6.659700,-3.093882,-3.117975,3.124364
6.664700,nan,-3.112796,3.125344
6.669699,3.085342,-3.111860,3.126278
6.674699,nan,-3.109182,3.127173
6.679698,-3.024179,-3.108521,3.128030
6.684698,nan,-3.105136,3.128850
6.689698,3.035450,-3.104767,3.129635
6.694697,nan,-3.104588,3.130387
6.699697,3.010201,-3.103849,3.131109
6.704697,nan,-3.102553,3.131798
6.709696,-3.093794,-3.100304,3.132461
6.714696,nan,-3.099797,3.133103
6.719696,2.768789,-3.100355,3.133719
6.724695,nan,-3.098725,3.134305
6.729695,-3.091052,-3.096928,3.134864
6.734694,nan,-3.093463,3.135393
6.739694,3.110951,-3.095693,3.135890
6.744694,nan,-3.094495,3.136360
6.749693,-3.053398,-3.096735,3.136804
6.754693,nan,-3.094259,3.137226
6.759693,3.127986,-3.092942,3.137626
6.764692,nan,-3.092513,3.138004
6.769692,3.067908,-3.092503,3.138360
6.774692,nan,-3.089543,3.138700
6.779691,-3.105969,-3.088777,3.139024
6.784691,nan,-3.090233,3.139330
6.789690,3.053725,-3.087625,3.139622
6.794690,nan,-3.089008,3.139898
6.799690,-3.008093,-3.088902,3.140159
6.804689,nan,-3.090788,3.140408
6.809689,2.927186,-3.088543,3.140645
6.814689,nan,-3.087065,3.140871
6.819688,2.976267,-3.086592,3.141088
6.824688,nan,-3.085603,3.141292
6.829688,-2.987584,-3.086468,3.141484
6.834687,nan,-3.084878,-3.141524
6.839687,-3.042457,-3.088152,-3.141359
6.844687,nan,-3.089325,-3.141211
6.849686,2.837722,-3.087091,-3.141079
6.854686,nan,-3.089259,-3.140958
6.859685,3.134968,-3.089405,-3.140848
6.864685,nan,-3.088118,-3.140747
6.869685,3.080031,-3.086917,-3.140655
6.874684,nan,-3.087112,-3.140574
6.879684,-2.898061,-3.084916,-3.140508
6.884684,nan,-3.082642,-3.140456
6.889683,-3.122913,-3.082111,-3.140420
6.894683,nan,-3.080295,-3.140399
6.899683,2.869162,-3.080943,-3.140391
6.904682,nan,-3.081021,-3.140395
6.909682,-3.054639,-3.083183,-3.140411
6.914681,nan,-3.085241,-3.140438
6.919681,3.117219,-3.082041,-3.140470
6.924681,nan,-3.081018,-3.140508
6.929680,-3.062879,-3.079428,-3.140552
6.934680,nan,-3.079196,-3.140597
6.939680,-2.956939,-3.079827,-3.140640
6.944679,nan,-3.078787,-3.140682
6.949679,-3.069346,-3.078655,-3.140726
6.954679,nan,-3.080593,-3.140773
6.959678,-3.099003,-3.078236,-3.140823
6.964678,nan,-3.082744,-3.140876
6.969677,-3.078665,-3.083897,-3.140932
6.974677,nan,-3.085350,-3.140989
6.979677,-3.120219,-3.083048,-3.141047
6.984676,nan,-3.082170,-3.141103
6.989676,3.063077,-3.083309,-3.141151
6.994676,nan,-3.080251,-3.141194
6.999675,3.032512,-3.078596,-3.141234
7.004675,nan,-3.077357,-3.141274
7.009675,-3.123910,-3.078848,-3.141316
7.014674,nan,-3.078821,-3.141362
7.019674,-3.006856,-3.078522,-3.141404
7.024673,nan,-3.081100,-3.141441
7.029673,3.060529,-3.079594,-3.141463
