time, Quad.Est.E.Pos, Quad.Est.S.Z
2.854975,0.201032,0.349481
2.859975,0.201447,0.349598
2.864975,0.202064,0.349775
2.869974,0.202495,0.349894
2.874974,0.203084,0.350072
2.879974,0.203489,0.350191
2.884973,0.204083,0.350371
2.889973,0.204606,0.350492
2.894973,0.205226,0.350673
2.899972,0.205666,0.350794
2.904972,0.161385,0.349672
2.909971,0.161577,0.349784
2.914971,0.161706,0.349952
2.919971,0.161737,0.350065
2.924970,0.161856,0.350236
2.929970,0.161878,0.350349
2.934970,0.162026,0.350521
2.939969,0.162120,0.350636
2.944969,0.162314,0.350809
2.949969,0.162485,0.350925
2.954968,0.162709,0.351100
2.959968,0.162843,0.351217
2.964967,0.163075,0.351393
2.969967,0.163235,0.351511
2.974967,0.163465,0.351688
2.979966,0.163620,0.351807
2.984966,0.163828,0.351986
2.989966,0.163939,0.352106
2.994965,0.164196,0.352287
2.999965,0.164481,0.352408
3.004965,0.134599,0.351288
3.009964,0.134512,0.351400
3.014964,0.134411,0.351568
3.019964,0.134199,0.351681
3.024963,0.134170,0.351850
3.029963,0.134245,0.351963
3.034962,0.134186,0.352134
3.039962,0.134139,0.352249
3.044962,0.134114,0.352421
3.049961,0.134108,0.352537
3.054961,0.134113,0.352711
3.059961,0.134075,0.352827
3.064960,0.134082,0.353002
3.069960,0.134154,0.353120
3.074960,0.134203,0.353297
3.079959,0.134282,0.353415
3.084959,0.134360,0.353593
3.089958,0.134533,0.353713
3.094958,0.134616,0.353893
3.099958,0.134645,0.354013
3.104957,0.102585,0.352898
3.109957,0.102637,0.353009
3.114957,0.102518,0.353176
3.119956,0.102520,0.353288
3.124956,0.102364,0.353457
3.129956,0.102266,0.353570
3.134955,0.102119,0.353740
3.139955,0.102013,0.353854
3.144954,0.101867,0.354026
3.149954,0.101768,0.354141
3.154954,0.101605,0.354314
3.159953,0.101532,0.354430
3.164953,0.101392,0.354605
3.169953,0.101376,0.354721
3.174952,0.101268,0.354898
3.179952,0.101177,0.355015
3.184952,0.101080,0.355193
3.189951,0.100902,0.355312
3.194951,0.100774,0.355491
3.199950,0.100688,0.355611
3.204950,0.093387,0.354499
3.209950,0.093307,0.354610
3.214949,0.093144,0.354777
3.219949,0.093057,0.354888
3.224949,0.092883,0.355056
3.229948,0.092768,0.355169
3.234948,0.092593,0.355339
3.239948,0.092475,0.355452
3.244947,0.092295,0.355623
3.249947,0.092179,0.355738
3.254946,0.092016,0.355910
3.259946,0.091909,0.356025
3.264946,0.091753,0.356199
3.269945,0.091649,0.356316
3.274945,0.091493,0.356491
3.279945,0.091398,0.356609
3.284944,0.091252,0.356786
3.289944,0.091159,0.356904
3.294944,0.091006,0.357082
3.299943,0.090900,0.357202
3.304943,0.065710,0.356094
3.309942,0.065450,0.356204
3.314942,0.065090,0.356370
3.319942,0.064863,0.356481
3.324941,0.064512,0.356649
3.329941,0.064300,0.356761
3.334941,0.063973,0.356929
3.339940,0.063771,0.357042
3.344940,0.063460,0.357213
3.349940,0.063255,0.357327
3.354939,0.062949,0.357498
3.359939,0.062751,0.357613
3.364938,0.062454,0.357787
